% Model,EMSI_model_V1_modval_C_rate_0.5.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 12 2026, 18:44"
% Dimension,1
% Nodes,104
% Expressions,1
% Description,Global
% timeint(0;t;liion.cdc1.Icell; 'nointerp')*4 (Ah),Value
0,25.000000037812356
0.01413268583118028,25.36440902124582
0.042396926923900354,25.621518917105902
0.0706611680166204,25.79644839486764
0.09892540910934045,25.909693301653192
0.12718965020206052,25.98487048524686
0.15545389129478057,26.033461477138246
0.18371813238750065,26.065872945284582
0.21198237348022073,26.088855133657887
0.24024661457294078,26.104203590932116
0.26851085566566085,26.11359634593549
0.2967750967583808,26.117288905624832
0.32503933785110095,26.116110389715004
0.3533035789438209,26.1121126284217
0.38156782003654105,26.10669204045587
0.409832061129261,26.100682992503607
0.43809630222198115,26.095185567865656
0.4663605433147011,26.091277122472604
0.49462478440742125,26.08940576048269
0.5228890255001413,26.08920918482221
0.5511532665928613,26.08966531248967
0.5794175076855813,26.08960255239083
0.6076817487783015,26.08786568436784
0.6359459898710216,26.084102715527592
0.6642102309637415,26.079013273676537
0.6924744720564616,26.073864655626437
0.7207387131491818,26.069620225079518
0.7490029542419019,26.066205068827855
0.777267195334622,26.063083212179322
0.8055314364273422,26.060399822512693
0.8337956775200622,26.05845609526955
0.8620599186127823,26.057023319567918
0.8903241597055023,26.05560692667825
0.9185884007982223,26.05440957510166
0.9468526418909424,26.055556715596197
0.9751168829836625,26.06151363788149
1.0033811240763826,26.073563775789125
1.0316453651691027,26.091769294228015
1.0599096062618227,26.1136185251774
1.0881738473545428,26.13818815669083
1.1164380884472629,26.1643837803436
1.144702329539983,26.191114318496886
1.172966570632703,26.217202175866248
1.2012308117254231,26.243056130949356
1.2294950528181432,26.26790291147421
1.2577592939108635,26.290513731400267
1.2860235350035836,26.311156235900512
1.3142877760963037,26.331278187654164
1.3425520171890237,26.351279949263585
1.3708162582817438,26.37219665844964
1.3990804993744639,26.395348443200135
1.4273447404671842,26.420667412987314
1.4556089815599043,26.44796365027986
1.4838732226526243,26.47591323592127
1.5121374637453444,26.503456032945223
1.5404017048380645,26.530790441187094
1.5686659459307846,26.55749803877984
1.5969301870235049,26.582947041246427
1.625194428116225,26.605746698982614
1.653458669208945,26.623974419609112
1.681722910301665,26.636601886677227
1.7099871513943852,26.644022488859378
1.7382513924871053,26.647225795725944
1.7665156335798253,26.646341421133002
1.7947798746725456,26.641845650042967
1.8230441157652657,26.63454584811967
1.8513083568579858,26.625138886043146
1.8795725979507059,26.613062465157043
1.907836839043426,26.597551612895245
1.936101080136146,26.578730812555193
1.9643653212288663,26.557293977648158
1.9926295623215864,26.53286846275722
2.0208938034143062,26.504371764831433
2.0491580445070268,26.470269774191593
2.077422285599747,26.43194227424823
2.105686526692467,26.39285095624342
2.133950767785187,26.35754764634072
2.162215008877907,26.329030162478716
2.190479249970627,26.307944385226733
2.2187434910633472,26.293795695657252
2.2470077321560673,26.28568509393733
2.2752719732487874,26.282807655114084
2.3035362143415075,26.284738720871815
2.3318004554342275,26.29051676462609
2.3600646965269476,26.299210684846003
2.3883289376196677,26.310020917147824
2.4165931787123878,26.322371714905273
2.444857419805108,26.335557015107497
2.473121660897828,26.34919346838393
2.501385901990548,26.3631111131686
2.529650143083268,26.377529593140252
2.557914384175988,26.392687550722883
2.5861786252687082,26.408699592754544
2.6144428663614288,26.425518693834306
2.642707107454149,26.442573402486573
2.670971348546869,26.45893103366535
2.699235589639589,26.473822228670087
2.727499830732309,26.487148011898682
2.755764071825029,26.49941034904424
2.784028312917749,26.51105951468668
2.8122925540104693,26.522449170195728
2.8405567951031894,26.533668446824777
2.8499145231744487,26.537371872365156
2.849914523174449,26.53737187609636
