% Model,EMSI_model_V1_C_rate_0.5_T_ref_298_Permeability_1.9E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 11 2026, 17:02"
% Dimension,0
% Nodes,210
% Expressions,20
% Description,"Cell potential, Porosity anode, Porosity separator, Porosity cathode, Total strain anode, Total strain separator, Total strain cathode, Inelastic strain anode, Inelastic strain separator, Inelastic strain cathode, Elastic strain anode, Elastic strain separator, Elastic strain cathode, Average SOC anode, Average SOC cathode, SOL_graphite, SOL_silicon, Reservoir volume, Stack volume, Stack pressure"
% t,liion.cdc1.phis0 (V),aveop_an(dl.epsilon) (1),aveop_sep(dl.epsilon) (1),aveop_ca(dl.epsilon) (1),aveop_an(solid.evol) (1),aveop_sep(solid.evol) (1),aveop_ca(solid.evol) (1),aveop_an(solid.dvolic) (1),aveop_sep(solid.dvolic) (1),aveop_ca(solid.dvolic) (1),aveop_an(solid.eelvol) (1),aveop_sep(solid.eelvol) (1),aveop_ca(solid.eelvol) (1),liion.soc_average_pce1 (1),liion.soc_average_pce2 (1),sol_gr(liion.soc_average_pce1),sol_si(liion.soc_average_pce1),V_l_res (m^3),intop2(dl.epsilon*(1+solid.evol))*d_cell (m^3),boundary_load_dynamic (Pa)
3120,3.790588972396467,0.19747128293184021,0.3833870547044614,0.21315476122938593,0.04990402964944309,-0.026942257118318064,-0.014307260435857408,0.0634152192425717,0,-0.003529885854407042,-0.013471154381538081,-0.026942257118318064,-0.010776902441989755,0.3702723110276353,0.636958730778386,0.21012833169825673,0.9911906027575856,9.204168171724886E-8,6.698364532683056E-7,5389245.053211907
3180,3.7963076293536995,0.19714541666848998,0.3832408143483497,0.2131172498697814,0.05037576096399653,-0.02717297973797764,-0.014476433752061535,0.06399648766237519,0,-0.003606801202199139,-0.013586501747962982,-0.02717297973797764,-0.010869191008914958,0.3773556501646978,0.6310915685834094,0.21894193946361126,0.991651998251713,9.25690876879397E-8,6.693089765591631E-7,5435350.831680078
3240,3.8022225210399907,0.19682544401572802,0.3830998041089702,0.21308646066087067,0.050837364298289625,-0.027395347240958552,-0.014650833186700152,0.06456638865147167,0,-0.0036923157241507045,-0.013697668927883794,-0.027395347240958552,-0.010958137745819843,0.3844389523974419,0.6252243847920281,0.2277585919034432,0.992061464753357,9.30792374348867E-8,6.687964927383542E-7,5479808.445720521
3300,3.8084015986655553,0.1965080468682357,0.382964282958977,0.21306231819571997,0.05128254978344003,-0.027608962908195527,-0.01483012421682481,0.06512364062716897,0,-0.0037861570181835255,-0.013804488397663515,-0.027608962908195527,-0.011043585520668975,0.3915221083164534,0.6193572399464535,0.23656519777292967,0.9924930571029262,9.358276382853858E-8,6.682918089519006E-7,5522523.838144833
3360,3.814745385065769,0.19620237850732816,0.38283445928891185,0.21304474496843964,0.05172056844515344,-0.027813509941269812,-0.015013610998412023,0.06566647035738386,0,-0.0038878232956404976,-0.013906754204719316,-0.027813509941269812,-0.011125400001790997,0.3986053713861869,0.6134900753897894,0.24538538435045754,0.9928664526628398,9.4060384872527E-8,6.67812783835826E-7,5563376.096378877
3420,3.821190472527236,0.19591225548506266,0.3827111169413315,0.21303400739177442,0.05215294814641039,-0.02800776549204929,-0.01520053168568939,0.06619262144116707,0,-0.0039970420281414875,-0.014003886721651622,-0.02800776549204929,-0.01120310669413361,0.40568870600408263,0.6076229188734118,0.25422270482894777,0.993096841912694,9.450583184500765E-8,6.6736690567417E-7,5602184.319911767
3480,3.8278036336867114,0.19563219288352188,0.3825939250261533,0.2130299957640697,0.05257445134892751,-0.02819226266329086,-0.015391205189891973,0.066703348970125,0,-0.004113924592981331,-0.014096230278932554,-0.02819226266329086,-0.011276933620405197,0.41277270730660337,0.601759582885844,0.26307679526101985,0.9932084436752464,9.492758006316665E-8,6.669433260401878E-7,5639052.103346508
3540,3.834744511057832,0.1953625782382114,0.38248330609531755,0.2130337899328117,0.052985408003932,-0.028366347642936763,-0.01558700138936241,0.06719853564237704,0,-0.004240180956066855,-0.014183114875649553,-0.028366347642936763,-0.011346539284158417,0.4198562219888936,0.5958932748774289,0.27194097684224233,0.9933079051668343,9.532610828973005E-8,6.665439041447903E-7,5673842.650924395
3600,3.8420424513952716,0.1951021204046134,0.38237871949595836,0.21304472006226438,0.053386082177112625,-0.028530881993519375,-0.01578793356710311,0.06767944139154386,0,-0.004375288385430924,-0.014265445483179663,-0.028530881993519375,-0.011412356398244575,0.426939532473341,0.5900260504120259,0.2808145694972153,0.9933966125422048,9.57030916168606E-8,6.661655945769027E-7,5706706.84121446
3660,3.849625203798447,0.19485438155390766,0.38228009501970306,0.21306264084236465,0.053781536831312295,-0.028685985769171345,-0.015993845605592322,0.06814631831865824,0,-0.004519030423831336,-0.014342992439720328,-0.028685985769171345,-0.011474382781892396,0.43402278470878564,0.5841588285838993,0.28969674053815697,0.993475544584346,9.605288073323646E-8,6.658155706041732E-7,5737683.128894758
3720,3.857449166406331,0.19461565147859222,0.3821872590869046,0.21308824450952255,0.054169863232224426,-0.02883194084210974,-0.01620576770826459,0.06860107562356285,0,-0.004672596429522712,-0.014415905227270502,-0.02883194084210974,-0.011532762694578171,0.44110610191040883,0.5782916600358204,0.29858662949745285,0.9935456790104314,9.637947151846473E-8,6.654877472133972E-7,5766853.738161942
3780,3.8654690027618077,0.1943825757400456,0.38210056174847384,0.2131230994943429,0.05454770954462292,-0.02896820532880733,-0.01642622134610089,0.06904438440153661,0,-0.004838803813753548,-0.014484139707491064,-0.02896820532880733,-0.011587260303775927,0.44818949484140586,0.5724245131746744,0.30748323509825815,0.9936079920468449,9.668899048772688E-8,6.65177054146094E-7,5794070.290450093
3840,3.8737625086865815,0.19416534105007918,0.3820212367797661,0.2131688962937221,0.054924798568948704,-0.029092848997647795,-0.01665724938929847,0.0694739078297936,0,-0.005020263730176342,-0.014546447708671386,-0.029092848997647795,-0.011637139651168232,0.4552729273285855,0.5665573336767823,0.3163854970341806,0.9936634595880406,9.696096426143475E-8,6.649049827034112E-7,5818931.652759973
3900,3.882234704386178,0.19397086593342094,0.38194825266925425,0.21321940262898711,0.05530122152915982,-0.029207501007888423,-0.01688755637170788,0.06988382561490165,0,-0.005204957686961546,-0.01460375482820105,-0.029207501007888423,-0.011683005146053641,0.4623563024677622,0.5606901366235988,0.3252922784691099,0.9937130572981603,9.718833804069308E-8,6.646776986041662E-7,5841807.271515724
3960,3.890880350723548,0.19379348479727623,0.381879100448313,0.21326702506571796,0.05566665531036467,-0.02931610845878757,-0.017105960344165123,0.07027226820066233,0,-0.005379874246164389,-0.014658113421008801,-0.02931610845878757,-0.011726464387658897,0.469439744979716,0.5548229835324947,0.33420272119803573,0.9937577624474604,9.738835938277169E-8,6.644754598655275E-7,5863491.955040343
4020,3.8995917407318927,0.19364672749927483,0.3818118679586485,0.21330675729507656,0.05603570858373371,-0.02942167753668403,-0.017304562060431877,0.07063717636067217,0,-0.00553610836488811,-0.014711094547098175,-0.02942167753668403,-0.011768683099515577,0.47652304986647953,0.5489558342663718,0.3431155522852075,0.993798550194694,9.754587854740764E-8,6.643200139231979E-7,5884460.202701552
4080,3.908336824532191,0.19351790624290013,0.3817413155660325,0.21333614246027108,0.056427151352327884,-0.029532434789113104,-0.01748666921127662,0.07100157802829433,0,-0.0056738159576464305,-0.014766800137049615,-0.029532434789113104,-0.011812986494306132,0.48360636785341665,0.5430886825526849,0.3520299463182537,0.9938363978814062,9.767357632496288E-8,6.641905039854959E-7,5906752.197000933
4140,3.91719355886673,0.19332692030383591,0.3816636823241325,0.21335734649039453,0.056761619050713016,-0.029654278734373377,-0.017663241116065907,0.07138248040997282,0,-0.005801602093177616,-0.014827151298213,-0.029654278734373377,-0.01186171619588147,0.49068975170732054,0.5372215154465332,0.3609449547174309,0.9938722821225462,9.792268601881155E-8,6.639300954460985E-7,5931247.4118421655
4200,3.9261295536080834,0.19312367632624539,0.3815866864885638,0.2133757927123577,0.057067066385070406,-0.02977509206212046,-0.017832869285908503,0.07175527066986129,0,-0.005922845507597711,-0.014887553376401134,-0.02977509206212046,-0.011910049186263606,0.49777309351414795,0.5313543560387198,0.36985942665657134,0.9939071787412325,9.823795378107961E-8,6.636389954568665E-7,5955503.290396357
4260,3.9351154860282365,0.19287235382921905,0.3815034473731764,0.2133895373438084,0.05733845798492115,-0.029905667812233337,-0.018002828613010502,0.07214744634465302,0,-0.006040598621357397,-0.014952803152319734,-0.029905667812233337,-0.011962270647131469,0.5048564419116528,0.5254872007312918,0.37877240834031073,0.9939420643640722,9.862459568488682E-8,6.632499783052432E-7,5981744.225350102
4320,3.9441434720368975,0.19258737725584482,0.38141437093184993,0.213399560286571,0.057592465564798925,-0.030045361659496794,-0.01817465349055794,0.07255745514772177,0,-0.006156598725279638,-0.01502253779820377,-0.030045361659496794,-0.012018136958124375,0.5119398493420297,0.5196200144980694,0.3876829507113825,0.9939779156425103,9.905449834478914E-8,6.627927530490308E-7,6009703.550218326
4380,3.9531846768895935,0.19232602491511397,0.38132685255950644,0.21340912962347497,0.057864502273984,-0.030182572882742384,-0.018343116760303913,0.07295919265249017,0,-0.006270124567880801,-0.015091312153326899,-0.030182572882742384,-0.012073042441077755,0.5190232763633068,0.5137528452203741,0.3965899890750761,0.9940157087983458,9.946750750333686E-8,6.623801324299665E-7,6037108.749648353
4440,3.9621780228139047,0.1920926501270705,0.3812372164153243,0.21341521604714217,0.05817723046804057,-0.030323064069136204,-0.01850778079023374,0.07336372761627855,0,-0.006378522211167884,-0.015161548888909342,-0.030323064069136204,-0.012129226098405176,0.5261066430286788,0.5078856645595561,0.40549240790663177,0.9940564197833296,9.984057130561283E-8,6.620210218872493E-7,6065142.100507802
4500,3.971033963445948,0.19185610554063998,0.3811405086538088,0.2134172636338914,0.05852285246969249,-0.030474593243797837,-0.01867583808907493,0.07379273421357876,0,-0.006485882611063871,-0.015236584163880655,-0.030474593243797837,-0.012189836987619067,0.5331900240282924,0.5020185007874668,0.4143892860975709,0.9941010253909506,1.0019819349978822E-7,6.61657503568613E-7,6095432.421245392
4560,3.9794041921534835,0.19168883488321628,0.38104095984881725,0.213419823655388,0.0589731576061317,-0.03063052453642282,-0.018849711617839732,0.07423095387902022,0,-0.006597304435833649,-0.015315274366854752,-0.03063052453642282,-0.012252208545289543,0.5402732720293512,0.4961513189658608,0.423279423746743,0.9941505009534746,1.0042529296776443E-7,6.614363108332446E-7,6126243.504507717
4620,3.9873291633245693,0.19149713427116818,0.38093867973394757,0.21342521954181148,0.05942940989615497,-0.03079068189619868,-0.019033979953310236,0.07469423968448549,0,-0.006717491918059595,-0.015395041156101071,-0.03079068189619868,-0.012316278182348487,0.5473565862270356,0.490284163289433,0.43216205596581314,0.9942058241533763,1.0067368791874307E-7,6.611760964376701E-7,6158640.217011673
4680,3.9950005412191847,0.1912676919652858,0.3808380773152646,0.21343709623214607,0.059835424068298226,-0.03094816054325359,-0.019228871034128167,0.07515744503299036,0,-0.006849447123098767,-0.015474088411224489,-0.03094816054325359,-0.01237925977309857,0.5544398967403597,0.48441700646978714,0.4410360800315648,0.994267970882854,1.0101520477040918E-7,6.60844167386072E-7,6190160.276960094
4740,4.002559049102081,0.19099456822721853,0.38073793510407883,0.21345442821232433,0.060197238639579174,-0.031104867930199637,-0.019434470113746202,0.07562959811368156,0,-0.006992416023350803,-0.015552410420039717,-0.031104867930199637,-0.012441947266971632,0.5615232692761181,0.4785498613627088,0.4499017956913755,0.9943374174742324,1.0143367078669555E-7,6.604308340760505E-7,6221663.775173585
4800,4.010041161067385,0.1906729082392116,0.38063419006222465,0.21347366116343164,0.060521258175436264,-0.031267159763363014,-0.019650075841041142,0.07611896992588371,0,-0.007143166634321599,-0.01563363382078422,-0.031267159763363014,-0.01250686423164394,0.5686066275337773,0.4726827220108999,0.4587618997839485,0.9944127145571096,1.0191632405281654E-7,6.599245086355222E-7,6254126.4290040955
4860,4.017411453023073,0.1903753399625372,0.3805348408652797,0.21349722857323403,0.06085776044664389,-0.03142252415530935,-0.01986740280742478,0.07659597727477183,0,-0.0072983924431352315,-0.015711285648084036,-0.03142252415530935,-0.012569009484251421,0.5756899473457149,0.46681551818997963,0.46761394176373305,0.9944934592349435,1.0237808119996891E-7,6.594676279997033E-7,6285156.795618336
4920,4.024746417260558,0.1901023262877951,0.38043600125665583,0.21352180695204423,0.06122511616116464,-0.0315770421270885,-0.020086088565993792,0.07707222231356377,0,-0.007455257619708209,-0.015788499223680193,-0.0315770421270885,-0.012630818846945254,0.5827732879829716,0.46094834429650644,0.4764550855698861,0.9945794016554959,1.0279765560943086E-7,6.590609831873643E-7,6315998.114958123
4980,4.0320525818648125,0.18984044726237212,0.3803314332589331,0.21354354012874086,0.06163695490651492,-0.03174046175058903,-0.020308394576490457,0.07756809008372409,0,-0.007612161944252684,-0.015870372727478804,-0.03174046175058903,-0.012696184156090747,0.5898566128609966,0.4550812056690182,0.485282375375403,0.9946702908737656,1.0316803789800095E-7,6.58679034425804E-7,6348584.853612635
5040,4.039401412625396,0.18964465830611263,0.38022490773964907,0.21356479330795675,0.06214488994573857,-0.03190688386230809,-0.020532898685036327,0.07807020396849468,0,-0.007770065274995421,-0.01595376405911628,-0.03190688386230809,-0.012762755921357356,0.5969400038290071,0.4492140288187126,0.4940845052170985,0.9947658774819607,1.0341199902052457E-7,6.58431849434981E-7,6381654.2839027755
5100,4.046826207745681,0.1894268278610923,0.3801168167529056,0.21358649975857222,0.0626430306748667,-0.03207569324294045,-0.020760911291647678,0.07858490314402697,0,-0.007930523311662344,-0.01603721258770792,-0.03207569324294045,-0.012830280838223596,0.6040233445622911,0.4433468679316375,0.5028651377048936,0.9948659094168434,1.0369587595348348E-7,6.581444873474283E-7,6415656.256370325
5160,4.054353288231246,0.18917959749641558,0.3800092274855468,0.2136102018291536,0.06310002374255898,-0.032243660515058066,-0.020992407462901583,0.07909805656115979,0,-0.008094727948853063,-0.016121889871344327,-0.032243660515058066,-0.012897541675793461,0.6111066755084135,0.43747972562964316,0.511666325936836,0.9949701366851786,1.0406241501130958E-7,6.577981796244152E-7,6449243.681716604
5220,4.062049352068393,0.18888958829894548,0.3798963091007292,0.21363372616505624,0.06353823479170675,-0.032419884848717224,-0.02123216849443215,0.07963580394509082,0,-0.008263983966634946,-0.016209767481264094,-0.032419884848717224,-0.012967957918623716,0.6181900091177578,0.43161256979591894,0.5204917421018913,0.9950783089566152,1.0447880311714703E-7,6.573714313878515E-7,6484649.104973328
5280,4.070028857445063,0.1885621003696285,0.3797816738349297,0.21365973364498045,0.06394320664383264,-0.032598722971063004,-0.02147993480191122,0.08018425550006325,0,-0.00844021054531324,-0.016299328758938907,-0.032598722971063004,-0.013039488885889206,0.6252733450839267,0.4257454137450203,0.5293303944381984,0.9951901757233294,1.0496104412482194E-7,6.568731215486944E-7,6520493.194508646
5340,4.078330442927139,0.18823772636687677,0.3796716284490398,0.21369236491490803,0.06433748867810268,-0.03277033841925127,-0.021733630402142774,0.08072317925841423,0,-0.008625340506212125,-0.01638514576179044,-0.03277033841925127,-0.013108148646431604,0.6323566797810337,0.41987825864087275,0.5381801386249523,0.9953054864215518,1.054692089868134E-7,6.563847540893635E-7,6554830.547037904
5400,4.086981670956217,0.18790725993918966,0.37955693411005925,0.21372750270177976,0.06475904443297914,-0.03294913902728532,-0.022000194442873055,0.08128526124862408,0,-0.00882051330723728,-0.016473837535031267,-0.03294913902728532,-0.013179680049360609,0.6394400108574354,0.41401110345750536,0.5470388319152297,0.995423990502321,1.0596271477745913E-7,6.558922401353667E-7,6590489.173882114
5460,4.096013158948933,0.18762866363743316,0.3794369164266776,0.21376227598563585,0.06528157923429638,-0.03313616743850718,-0.02227473597163428,0.08186906864024296,0,-0.009020404283844659,-0.016568273122017328,-0.03313616743850718,-0.013254460068760134,0.6465233433749232,0.40814394433700857,0.5559042995496727,0.9955454375417625,1.063394995331755E-7,6.555098092463478E-7,6627734.83979422
5520,4.105414370142865,0.1873418780737372,0.3793125171697343,0.21379404518187342,0.06581932262667095,-0.03332994763435786,-0.022550316415696426,0.08246992381958979,0,-0.009218584757101361,-0.016665223512601194,-0.03332994763435786,-0.013331977584930084,0.653606675342707,0.4022767852980811,0.5647749656967889,0.9956695769992502,1.067372157975808E-7,6.551127075736948E-7,6666625.784034658
5580,4.115074182526621,0.18703195974806502,0.3791809061767635,0.21381832584568491,0.06635366244928112,-0.03353487712176231,-0.022822477896768594,0.08308842053048929,0,-0.009408747070414662,-0.01676750322032154,-0.03353487712176231,-0.01341394299758875,0.6606900100698327,0.3964096257475813,0.5736504925804415,0.9957961584268088,1.0718744715152837E-7,6.546656821165657E-7,6707680.962066237
5640,4.1250458907610605,0.1866892405446196,0.3790393602479335,0.21383165965946135,0.0668822780172058,-0.033755179084628315,-0.023088557959857522,0.08373136252017091,0,-0.009586518545783488,-0.016877579517942932,-0.033755179084628315,-0.013502093290979232,0.6677733360122283,0.39054245486204486,0.5825306104953157,0.9959249311082928,1.0769293713286246E-7,6.541476076487987E-7,6751829.647230648
5700,4.135221537825542,0.18633725643278568,0.37889476344189216,0.21383888933517872,0.06740143725782302,-0.03398012577856394,-0.02334662826725787,0.0843761778349049,0,-0.009754476969192178,-0.016990114874914718,-0.03398012577856394,-0.013592039425082155,0.6748566067169571,0.3846754002244884,0.5914150059122587,0.9960556436665663,1.0824496494636198E-7,6.536048686533997E-7,6796870.297615641
5760,4.14553737127052,0.18598127555270338,0.3787436945611851,0.21384288667674642,0.06794623873401957,-0.03421502929599342,-0.0236087504932262,0.08504137768045948,0,-0.00992245544069103,-0.017107747128525187,-0.03421502929599342,-0.01368603162433662,0.6819399274313732,0.3788082606950806,0.6003035556040924,0.9961880475372469,1.0878753821315441E-7,6.530554224685507E-7,6843725.652029324
5820,4.155972617618515,0.18564273416730867,0.37859184127969664,0.21385144609833115,0.0685329671723196,-0.03445103730668044,-0.023881479017936393,0.08571916593263938,0,-0.010100664774720682,-0.01722582316915266,-0.03445103730668044,-0.013780442075858828,0.6890232568039784,0.3729411078582896,0.609195952498173,0.9963218914625587,1.092879534889194E-7,6.525492465752835E-7,6890946.6564793615
5880,4.166470697591467,0.185272565209448,0.3784421894723811,0.21387050749889036,0.06909210508092187,-0.034683510930779905,-0.0241719876910252,0.086406106223306,0,-0.010298250622833809,-0.017341720779229543,-0.034683510930779905,-0.013873408711537116,0.6961065843306165,0.3670739563487008,0.6180919281791123,0.9964569247395506,1.0985651504032224E-7,6.519918848503263E-7,6937551.39681246
5940,4.177101137831379,0.18487442173052548,0.3782883682977719,0.21389900699121328,0.06966535971986587,-0.03492234493151185,-0.024489276858793544,0.08712645173704778,0,-0.010520035113612646,-0.017461220080388192,-0.03492234493151185,-0.013968903752905966,0.703189919450401,0.3612068008641511,0.6269912392713071,0.9965928970425273,1.1044161482234242E-7,6.513954229458303E-7,6985344.447310968
6000,4.187627938576769,0.18446961865343814,0.3781346608801859,0.21393792833090408,0.070256260382107,-0.035160884336779906,-0.024828497877390606,0.08786424406707181,0,-0.01076372725738711,-0.01757987064704489,-0.035160884336779906,-0.014064362124702107,0.7102732525407025,0.35533964269651874,0.6358936184544153,0.9967295576807222,1.1103982089086528E-7,6.507998689094552E-7,7033073.248539589
6060,4.1978841262746736,0.1840777724670022,0.37797650600660143,0.2139861433017609,0.0709153203153836,-0.03540620264829341,-0.025195289751528748,0.0886358087818199,0,-0.011031982232956771,-0.017702449050365665,-0.03540620264829341,-0.014162811063271647,0.7173565854283024,0.34947248533135855,0.6447988127882305,0.9968666561818819,1.115915894344085E-7,6.502475574688416E-7,7081996.163744293
6072.550308021022,4.200006872693228,0.1839965333407733,0.3779428996838722,0.21399796683083067,0.0710615981583947,-0.03545831427167209,-0.025275461330877543,0.08880212371467708,0,-0.011091614206190158,-0.01772915697075495,-0.03545831427167209,-0.014183325693486579,0.7188382190997881,0.3482452353298434,0.6466618608182818,0.9968953653706782,1.1170072111062599E-7,6.5013666212109E-7,7092408.161367554
6072.550308021023,4.200006543413856,0.1839965333279349,0.3779428996834522,0.21399796683169428,0.07106159818192644,-0.035458314272322974,-0.02527546134508489,0.08880212374124902,0,-0.011091614215796795,-0.017729156974902717,-0.035458314272322974,-0.014183325698082849,0.718838219335896,0.34824523513427247,0.6466618611151793,0.9968953653752538,1.1170072112792587E-7,6.501366621035981E-7,7092408.163025207
6074.570308021022,4.1110001752168275,0.18399178744967717,0.3779389098304843,0.21399711920289152,0.07107007482860557,-0.035464500763322616,-0.025280346558366588,0.08881175963506664,0,-0.011094025059170134,-0.017732250358821373,-0.035464500763322616,-0.014185800287118076,0.718897440102314,0.3481961823355671,0.646736329274751,0.9968965130169577,1.117099974964682E-7,6.501275800962836E-7,7093088.554586445
6074.570308021023,4.110999827300201,0.18399178744835118,0.3779389098285011,0.2139971192017914,0.07107007483286597,-0.035464500766397844,-0.025280346559728054,0.08881175963896927,0,-0.011094025059168322,-0.017732250360647888,-0.035464500766397844,-0.014185800288483399,0.7188974401023135,0.3481961823355677,0.6467363292747502,0.9968965130169577,1.1170999750009348E-7,6.50127580092986E-7,7093088.55493429
6120,3.951046857065891,0.18426268397125595,0.3780413296279742,0.21394871371307186,0.0706044827891609,-0.0353056682045145,-0.025006759588476892,0.08826912739408285,0,-0.010884242717813866,-0.01765283435106603,-0.0353056682045145,-0.014122267166555878,0.7135931738659446,0.3525897309448979,0.6400671017865086,0.9967937757870091,1.1134538509586893E-7,6.504960436808952E-7,7060242.285624165
6180,3.923283633519779,0.184685346671076,0.3782214285578003,0.21391721145718548,0.06989031179168188,-0.03502624382065605,-0.02463891117289674,0.08743036841730563,0,-0.010628347825294175,-0.017513124313578918,-0.03502624382065605,-0.014010497429161077,0.7065098878700968,0.35845703063089174,0.6311634304462773,0.9966568796407952,1.1072509661814156E-7,6.511203680516303E-7,7004419.36143039
6240,3.9101733375861487,0.1850725891865386,0.37837822842342933,0.213885335092359,0.06927975367098675,-0.03478283625573009,-0.02430944973961652,0.08669164624530722,0,-0.010396280017819568,-0.017391418401008267,-0.03478283625573009,-0.01391313525539178,0.6994265566051527,0.36432418797398575,0.622262653203894,0.9965205535790826,1.1014730644880938E-7,6.516944674243859E-7,6955748.82505232
6300,3.8998090277059183,0.18545868559802056,0.37853231971801904,0.21386290292353147,0.06870836078817368,-0.034543513685369995,-0.024004404128511538,0.08598028159158287,0,-0.010186923999631208,-0.017271761902149206,-0.034543513685369995,-0.013817410414907413,0.6923429755201127,0.3701905080805024,0.6133647684593496,0.9963850442233873,1.0955681881134702E-7,6.522809241830786E-7,6907837.630439123
6360,3.8904212437185066,0.18587648287108297,0.37870726736669,0.21386260822375627,0.06809706448784593,-0.034271654657580634,-0.023710691537025406,0.08521532829887943,0,-0.01000197470373514,-0.01713582757413692,-0.034271654657580634,-0.01370866186722881,0.6852596430527695,0.37605766708245364,0.6044706575571812,0.9962506116234733,1.089005843653126E-7,6.529399231987203E-7,6853348.544380497
6420,3.8812560153679154,0.1863266280611986,0.3789024634653414,0.2138794786070592,0.06743956022767303,-0.03396814980079021,-0.02341892164498623,0.08439219451168573,0,-0.009831657560079714,-0.016984094470302035,-0.03396814980079021,-0.013587260130596125,0.6781762535669589,0.38192467836620153,0.595580191829489,0.9961175004489855,1.0817889761205194E-7,6.536666982461112E-7,6792594.665409792
6480,3.872394598661099,0.18677808308651245,0.37910068320036966,0.21390008353593362,0.06677296451221747,-0.03365974832536283,-0.023129665261825944,0.08356247273900819,0,-0.009665847415743991,-0.0168299647805938,-0.03365974832536283,-0.013463899340307896,0.6710929213738661,0.38779183832923053,0.5866937699859788,0.9959859633567432,1.0744683758016178E-7,6.543970889595961E-7,6730920.812033846
6540,3.86386624862055,0.18721582525253297,0.3792969698867268,0.21391715898208813,0.06609132016611076,-0.03335416028576148,-0.02283611927089707,0.08273526821021733,0,-0.009494589848677858,-0.016677083181956594,-0.03335416028576148,-0.013341666556083634,0.6640095883508769,0.3936589939936234,0.577811574296508,0.9958562497564002,1.0674362436761256E-7,6.550955530649206E-7,6669873.730494602
6600,3.85562220709395,0.1876435652098405,0.3794888954427103,0.213925926224797,0.06540165303593777,-0.03305517490539386,-0.022532478075990715,0.0819120685707842,0,-0.009310494958535254,-0.016527587237022905,-0.03305517490539386,-0.013222072215928032,0.6569262549000243,0.39952614851485446,0.5689338605010006,0.9957286101629772,1.060800084616884E-7,6.557648921486323E-7,6610131.983508083
6660,3.8477614051085425,0.18805503447236155,0.379671188517093,0.21392437816190102,0.06472525865550084,-0.032771023842645915,-0.02222319759007001,0.08111232157727045,0,-0.009114789370484839,-0.016385496131146742,-0.032771023842645915,-0.013108424434054626,0.6498429215272441,0.405393305189956,0.5600608844685733,0.9956032950929347,1.0545156999101717E-7,6.563952580917392E-7,6553337.6614187835
6720,3.840159125439932,0.1884730148584093,0.3798502763369633,0.21391909090687994,0.06406550562235176,-0.032491706298699276,-0.02191122863642442,0.08031854364863217,0,-0.008914466807244564,-0.01624582518206933,-0.032491706298699276,-0.012996686848527943,0.6427595881693019,0.4112604615101214,0.551192901354607,0.9954805550523,1.0480296237143218E-7,6.570349303413711E-7,6497416.2960368935
6780,3.832853941630305,0.18892070643147563,0.38004125922402926,0.21392065992810086,0.06338054331671533,-0.032193658538379154,-0.021593563533713184,0.07948326168716305,0,-0.008715926396878288,-0.016097562584940963,-0.032193658538379154,-0.01287745674403239,0.6356762553215046,0.4171276183670138,0.5423307463820424,0.9953606405565268,1.041046443754895E-7,6.577293255084671E-7,6437665.398529676
6840,3.8258775979859387,0.1894270684091945,0.38025728723749747,0.21393852854291115,0.06264490059907535,-0.031856303855828806,-0.021267658801232558,0.07856506026337254,0,-0.008524967833006804,-0.0159275102135276,-0.031856303855828806,-0.012742528961795717,0.628592922321157,0.42299477461598745,0.533476541808604,0.9952438021013346,1.033110644780873E-7,6.585353839992031E-7,6369966.4861427955
6900,3.81919012403146,0.19001476215264845,0.380485892818712,0.21396791971912693,0.061962347669365876,-0.0314990514142793,-0.020944455420802914,0.0776125522133136,0,-0.008344742210350526,-0.01574963441855436,-0.0314990514142793,-0.012599600981218881,0.621509588896847,0.42886193077244517,0.5246324273256172,0.9951302901897997,1.0234481513075232E-7,6.595072752772884E-7,6298417.954861966
6960,3.812630997927983,0.19053226318578562,0.38070793797326513,0.21399803529314484,0.061238862830401024,-0.031151798758876716,-0.020633803080763288,0.07669428740093737,0,-0.00817299134701302,-0.01557607493076745,-0.031151798758876716,-0.01246071714918539,0.6144262554445548,0.43472908786892667,0.5158005432265084,0.9950203553357805,1.0149892236658361E-7,6.603456029844946E-7,6229294.19149259
7020,3.806126194857219,0.19096941769267398,0.38091572834375775,0.21402362442880382,0.06048741277086558,-0.030826613301584586,-0.020337486465492195,0.07582742161749668,0,-0.00800672190944682,-0.01541001117683073,-0.030826613301584586,-0.012330690117422589,0.6073429217161975,0.4405962441942949,0.50698487267205,0.9949142480428746,1.0083113185718192E-7,6.610278724761994E-7,6164344.881809501
7080,3.799675007105261,0.19144227864094082,0.3810970192191767,0.21403803535753438,0.05992582219161835,-0.030542720318703163,-0.020061887562540612,0.07505463954803179,0,-0.007844727922125044,-0.015270870098512928,-0.030542720318703163,-0.012217109096025084,0.600259590105666,0.4464634003259627,0.49819963386719907,0.9948122188525387,1.000932079407389E-7,6.617948766659084E-7,6107462.177493142
7140,3.7931362490530804,0.19181419869943048,0.3812460164360304,0.2140377201079456,0.059418835227729436,-0.03030927309466703,-0.01980950873972186,0.07440471659812765,0,-0.007685792515290162,-0.01515452175956196,-0.03030927309466703,-0.012123708779779988,0.5931762682263318,0.4523305508499205,0.48941259194394193,0.9947145183706025,9.951760741972289E-8,6.623752094150353E-7,6061299.770479469
