% Model,EMSI_model_V1_C_rate_1_T_ref_298_Permeability_1.9E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 11 2026, 18:16"
% Dimension,1
% Nodes,397
% Expressions,42
% Description,Line graph
% Arc length (µm),Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity,Average diffusivity
5177.670293564469,3.2081155336335693E-10,3.766406272688885E-10,3.7996659451366677E-10,3.8291122097219487E-10,3.8653545161445337E-10,3.9013399544490363E-10,3.936572195937842E-10,3.971660677721629E-10,4.0072012611015814E-10,4.042872603497356E-10,4.0798627692504115E-10,4.115356810359862E-10,4.150642537098239E-10,4.185869547250312E-10,4.221112379627974E-10,4.2562231681499985E-10,4.2912537306294977E-10,4.326102280000524E-10,4.360636680896446E-10,4.3949128548509675E-10,4.4292268879683834E-10,4.463145663609947E-10,4.4964350405199835E-10,4.5298651238012026E-10,4.563341814119189E-10,4.5960097455126656E-10,4.6283519510880064E-10,4.660322015529293E-10,4.692504444151438E-10,4.724412713400801E-10,4.75576553626959E-10,4.786633668788987E-10,4.817379060342516E-10,4.847528185658226E-10,4.877456034628819E-10,4.906952871542797E-10,4.935604849986316E-10,4.963558528435347E-10,4.991521978404531E-10,5.018930225889981E-10,5.045896550632859E-10,5.072173800925E-10
5256.119843466961,3.2081155336335714E-10,3.7663817808253135E-10,3.799713997767844E-10,3.829195352817472E-10,3.865084688731456E-10,3.90108737785751E-10,3.936351076869415E-10,3.971455333704581E-10,4.0069705603094625E-10,4.0424570180651464E-10,4.0794957096260494E-10,4.11510813019692E-10,4.15045542293138E-10,4.185716326828207E-10,4.220972688981017E-10,4.256086285351165E-10,4.291110613859173E-10,4.3259458848097057E-10,4.3604643181855557E-10,4.3947377904232096E-10,4.429020808734828E-10,4.4629096962255236E-10,4.496156583165532E-10,4.5295471167027697E-10,4.5629936669115285E-10,4.5955768793878783E-10,4.627861009885544E-10,4.659779185105608E-10,4.691902944050158E-10,4.723756935780415E-10,4.75505778473269E-10,4.785872995287361E-10,4.816568028973013E-10,4.84666254873152E-10,4.876534492956908E-10,4.905988456345607E-10,4.934587294272676E-10,4.962457019887025E-10,4.99038785890724E-10,5.017746153044067E-10,5.044668612377843E-10,5.070905085225005E-10
5334.569393369452,3.2081155336335693E-10,3.7663289123876787E-10,3.799741807981964E-10,3.829352618916452E-10,3.86485712951264E-10,3.9008556913505834E-10,3.936141155763142E-10,3.971260985452529E-10,4.0067427745055016E-10,4.0420643910427776E-10,4.0791211762742895E-10,4.114846357507861E-10,4.150255197288066E-10,4.185551132317566E-10,4.2208216586202646E-10,4.2559386820490273E-10,4.2909572114438303E-10,4.325779455854256E-10,4.36028312616572E-10,4.394556367775398E-10,4.428806356248932E-10,4.46266433763035E-10,4.495871298145332E-10,4.5292213307145717E-10,4.5626301411712353E-10,4.5951268558124546E-10,4.6273541657677984E-10,4.659222602419314E-10,4.69128838319067E-10,4.723086328920146E-10,4.754334452220282E-10,4.785096226124412E-10,4.815740113446785E-10,4.845778663302526E-10,4.875594217936442E-10,4.905001911173925E-10,4.933550564101313E-10,4.961338657773107E-10,4.989238741202364E-10,5.016544478901435E-10,5.04342181743448E-10,5.069615685519722E-10
5413.018943271945,3.2081155336335714E-10,3.7662507505048035E-10,3.7997501880633496E-10,3.829572403249912E-10,3.8646732657991273E-10,3.9006471073299616E-10,3.935944622256108E-10,3.971078412740908E-10,4.006520382923197E-10,4.041698393455582E-10,4.078745304081749E-10,4.114575624127643E-10,4.150044714682031E-10,4.18537607479177E-10,4.2206609137816637E-10,4.2557817039228266E-10,4.290794632502964E-10,4.3256039321589395E-10,4.3600939309239223E-10,4.394368860562064E-10,4.4285837829117915E-10,4.46240968382211E-10,4.495579423465843E-10,4.528887913181723E-10,4.562250210259435E-10,4.594659877855698E-10,4.626831983645892E-10,4.658652712460648E-10,4.690661409883833E-10,4.72240159008003E-10,4.753596267692327E-10,4.784304110133489E-10,4.814895940236827E-10,4.844877093657365E-10,4.874635761978669E-10,4.903993608311975E-10,4.932494481907811E-10,4.960204433758701E-10,4.988075079789567E-10,5.015325684138408E-10,5.042156322153349E-10,5.068305667242962E-10
5491.468493174437,3.2081155336335693E-10,3.7661503391406297E-10,3.7997400163401275E-10,3.829843364639794E-10,3.8645343040692346E-10,3.900463678773867E-10,3.9357635450211347E-10,3.9709082628761925E-10,4.00630576810924E-10,4.0413624106058096E-10,4.078373964178982E-10,4.1142999295795274E-10,4.149826724830695E-10,4.1851931779000485E-10,4.220492017709292E-10,4.2556166424801807E-10,4.2906239372948427E-10,4.3254202082400847E-10,4.359897518434106E-10,4.394175505566709E-10,4.4283533025548727E-10,4.462145807071268E-10,4.4952811546108105E-10,4.528546986989296E-10,4.561852863000547E-10,4.594176146967594E-10,4.6262950212040097E-10,4.65806993530788E-10,4.690022644435783E-10,4.721703386322316E-10,4.752843944761864E-10,4.783497368356571E-10,4.814036108966202E-10,4.84395839934381E-10,4.87365965206744E-10,4.902963931045648E-10,4.931418885099152E-10,4.959055337052074E-10,4.986897315116871E-10,5.014090258169014E-10,5.04087228328749E-10,5.066975109288598E-10
5569.918043076929,3.2081155336335693E-10,3.7660306858956136E-10,3.7997121806012186E-10,3.8301539934402765E-10,3.86444113541183E-10,3.9003072181981937E-10,3.9355998021106516E-10,3.9707509362233163E-10,4.0061011546994697E-10,4.041059499698279E-10,4.078012780465051E-10,4.114023101910123E-10,4.149603852534796E-10,4.1850043292390454E-10,4.2203164354901036E-10,4.255444693658269E-10,4.2904460920880837E-10,4.325229091055012E-10,4.3596945891743546E-10,4.3939764427145205E-10,4.428115034152308E-10,4.4618726936870157E-10,4.494976595796394E-10,4.528198592531544E-10,4.5614370169329784E-10,4.5936758013094467E-10,4.625743768001816E-10,4.657474630833266E-10,4.689372626889946E-10,4.720992290317274E-10,4.75207812943322E-10,4.782676630758495E-10,4.813161121619425E-10,4.843023085778978E-10,4.872666344164967E-10,4.901913224739724E-10,4.930323579388877E-10,4.957892316069824E-10,4.985705820604457E-10,5.012838641463902E-10,5.03956979696268E-10,5.065624026511356E-10
5648.367592979422,3.2081155336335693E-10,3.7658931871129077E-10,3.7996670174970384E-10,3.830496413959737E-10,3.8643938131648766E-10,3.9001783157104994E-10,3.935454048738774E-10,3.970605849182923E-10,4.005907362801863E-10,4.0407905137085926E-10,4.0776643408077954E-10,4.1137468115919386E-10,4.14937714840056E-10,4.1848101681495085E-10,4.220134640758571E-10,4.255266197830308E-10,4.2902613204989577E-10,4.3250307376651805E-10,4.3594852831959313E-10,4.3937714921419544E-10,4.4278687837717564E-10,4.461590083349588E-10,4.4946655815082805E-10,4.527842526715309E-10,4.561001654454286E-10,4.5931585553169925E-10,4.6251781697011024E-10,4.656866715004308E-10,4.688711339277849E-10,4.720268264610934E-10,4.75129888456751E-10,4.781841919388133E-10,4.812270920471359E-10,4.842071128709751E-10,4.871655769693931E-10,4.900841377977045E-10,4.929208096036061E-10,4.956715627603164E-10,4.984500545452947E-10,5.011570802722556E-10,5.038248582834496E-10,5.064252100358978E-10
5726.817142881913,3.208115533633568E-10,3.7657393807615103E-10,3.7996054789363784E-10,3.8308634447283994E-10,3.8643902803522434E-10,3.900076243431313E-10,3.9353260178600825E-10,3.970471918469071E-10,4.005724536682633E-10,4.04055400429599E-10,4.077329376858976E-10,4.1134718536159115E-10,4.149147214734893E-10,4.18461105776796E-10,4.2199469462205904E-10,4.255081380361323E-10,4.290069779261187E-10,4.324825267413188E-10,4.359269673243296E-10,4.393560415128644E-10,4.4276143943717466E-10,4.4612978063783596E-10,4.4943479355007535E-10,4.527478561269034E-10,4.560546259714672E-10,4.59262441895654E-10,4.6245982977282967E-10,4.6562461979301655E-10,4.688038636667485E-10,4.719531148038853E-10,4.750506104114784E-10,4.780993022900027E-10,4.811365240282522E-10,4.841102340848058E-10,4.870627692506538E-10,4.899748249189717E-10,4.928071890355269E-10,4.955525220777316E-10,4.983280988552508E-10,5.010286256545588E-10,5.036908054818343E-10,5.062858728773301E-10
5805.266692784406,3.2081155336335693E-10,3.7655730636394755E-10,3.7995296351818797E-10,3.8312432471802493E-10,3.864426983525407E-10,3.900000261034016E-10,3.935215862979267E-10,3.9703486517633457E-10,4.0055538094195803E-10,4.040349134353865E-10,4.0770109827666425E-10,4.1132010470728744E-10,4.1489162267781136E-10,4.18440854386892E-10,4.2197546176077006E-10,4.2548912382329135E-10,4.2898722645319574E-10,4.3246133248794014E-10,4.3590481776339894E-10,4.3933429547482015E-10,4.4273517792918363E-10,4.46099573346891E-10,4.4940234478768473E-10,4.52710636111313E-10,4.5600703293710087E-10,4.592073983455825E-10,4.624004782832958E-10,4.655613523586587E-10,4.687354710223412E-10,4.718781222463351E-10,4.749700061705466E-10,4.780130088192175E-10,4.810444135922084E-10,4.84011688541419E-10,4.869582221777276E-10,4.898634102385503E-10,4.926914613557395E-10,4.954321639761716E-10,4.982046700695579E-10,5.008984595204647E-10,5.035547785857949E-10,5.061443390512062E-10
5883.716242686897,3.2081155336335693E-10,3.7653981558594096E-10,3.7994416742510943E-10,3.8316242088583844E-10,3.8645001742271436E-10,3.8999495569313797E-10,3.9351237040363966E-10,3.9702356809384755E-10,4.005396324088673E-10,4.0401749858652074E-10,4.076712232525329E-10,4.1129372503838044E-10,4.1486864152350443E-10,4.1842042179413805E-10,4.219558961085223E-10,4.254696802825867E-10,4.289669604988351E-10,4.3243955816107225E-10,4.3588212201297843E-10,4.393118867727646E-10,4.427080880720744E-10,4.460683770681453E-10,4.4936919148153727E-10,4.526725576821693E-10,4.5595734130956715E-10,4.5915078995530207E-10,4.6233982834623057E-10,4.654969160599058E-10,4.686659762152771E-10,4.718018823871493E-10,4.748881030636797E-10,4.779253284575258E-10,4.809507692959125E-10,4.839114932653451E-10,4.86851949525853E-10,4.897499226001704E-10,4.925735971755552E-10,4.953105460864884E-10,4.980797248580976E-10,5.007665397115133E-10,5.034167386226501E-10,5.060005579716731E-10
5962.16579258939,3.2081155336335693E-10,3.7652185152391275E-10,3.799343805893263E-10,3.831995199715639E-10,3.864606066287823E-10,3.8999232816638915E-10,3.9350496172279176E-10,3.970132726005395E-10,4.005253160042642E-10,4.0400305514887784E-10,4.0764360430698884E-10,4.1126832051280667E-10,4.1484599649826637E-10,4.183999641800209E-10,4.219361253709396E-10,4.254499089799165E-10,4.2894626223193124E-10,4.324172704150058E-10,4.3585892104843383E-10,4.3928879163747886E-10,4.426801671036122E-10,4.460361853620983E-10,4.4933531568406284E-10,4.5263358809174813E-10,4.559055121199783E-10,4.590926846787825E-10,4.6227794734428427E-10,4.654313610545833E-10,4.685954003848135E-10,4.717244312024611E-10,4.748049281364905E-10,4.778362813245115E-10,4.808556042197771E-10,4.838096663823481E-10,4.867439689645545E-10,4.896343934080083E-10,4.924535737693036E-10,4.951877286800942E-10,4.979532248584247E-10,5.00632827552549E-10,5.032766529499462E-10,5.05854485898328E-10
6040.615342491881,3.208115533633573E-10,3.7650349294933086E-10,3.79923469276655E-10,3.832336194075197E-10,3.8647391131632255E-10,3.8999186060062833E-10,3.934991368168732E-10,3.970035649612272E-10,4.0051229314209996E-10,4.0399129298066544E-10,4.0761842676019624E-10,4.112439594294706E-10,4.148236551319859E-10,4.183793537516966E-10,4.2191598092970754E-10,4.2542961201116663E-10,4.289249089671707E-10,4.323942358270382E-10,4.358349715714939E-10,4.3926469092760323E-10,4.426511122246311E-10,4.460026825811721E-10,4.4930043041652493E-10,4.525934092708849E-10,4.5585107473007087E-10,4.5903279780684267E-10,4.622145849716026E-10,4.653644719495523E-10,4.685234700434875E-10,4.716455025564102E-10,4.747202349124136E-10,4.777456083637478E-10,4.807586425795315E-10,4.83705942855585E-10,4.866340175992483E-10,4.895165600593793E-10,4.923310409363325E-10,4.950635695023841E-10,4.978249250556186E-10,5.004970420275882E-10,5.031342407879504E-10,5.057058291348895E-10
6119.064892394374,3.2081155336335714E-10,3.7648509213395817E-10,3.7991178107568506E-10,3.832648527955036E-10,3.864896853332826E-10,3.899935179199532E-10,3.934949492501802E-10,3.9699466763487857E-10,4.005006884999863E-10,4.0398208258436106E-10,4.0759572827290853E-10,4.1122080094580446E-10,4.148018098906971E-10,4.1835879218977557E-10,4.2189565768611393E-10,4.25408976856741E-10,4.289030897995572E-10,4.32370631309864E-10,4.3581042019407826E-10,4.3923971119356835E-10,4.426210729704945E-10,4.4596802536666394E-10,4.4926465231006827E-10,4.525521439541003E-10,4.557942731467811E-10,4.58971369607796E-10,4.621499452304198E-10,4.6529639560750797E-10,4.684503335652831E-10,4.715652703918913E-10,4.746341592696849E-10,4.776534535289088E-10,4.806600324636825E-10,4.836004643575987E-10,4.865222297560459E-10,4.893965781345788E-10,4.922061563947848E-10,4.949381710490552E-10,4.976948541260338E-10,5.003592281082125E-10,5.029895827634755E-10,5.055546346666933E-10
6197.514442296864,3.2081155336335693E-10,3.764669912142074E-10,3.798996183835946E-10,3.832930686567446E-10,3.865075343767537E-10,3.899971627816503E-10,3.934923711238099E-10,3.9698669753442386E-10,4.004905752298434E-10,4.0397525498004984E-10,4.0757555104187367E-10,4.111990027312731E-10,4.1478064230139725E-10,4.1833845664180154E-10,4.218753193087128E-10,4.2538815548268234E-10,4.28880947296568E-10,4.323465852896206E-10,4.3578535696089977E-10,4.3921390835440076E-10,4.42590129537169E-10,4.459322991658419E-10,4.492280217069844E-10,4.5250983869447194E-10,4.557353056320071E-10,4.5890859867974487E-10,4.6208418311542485E-10,4.6522724044275795E-10,4.683760724419374E-10,4.714838409624401E-10,4.745467820494667E-10,4.775598974309681E-10,4.805598552431175E-10,4.834933117027399E-10,4.864086757304158E-10,4.892745447702732E-10,4.920790006706256E-10,4.94811557883105E-10,4.97562967920192E-10,5.002193653091591E-10,5.028426794040631E-10,5.054008905923534E-10
6275.963992199358,3.2081155336335714E-10,3.764495566662445E-10,3.7988727035052787E-10,3.833178581503322E-10,3.865269219432364E-10,3.900025758141903E-10,3.934913149601196E-10,3.9697973478069913E-10,4.0048199437697396E-10,4.03970584769448E-10,4.0755794829644625E-10,4.1117873198950575E-10,4.147603337750871E-10,4.183185123867616E-10,4.218551110914178E-10,4.253672755563974E-10,4.2885859414542803E-10,4.3232219316193847E-10,4.3575983106616175E-10,4.391872828673316E-10,4.4255831180134087E-10,4.4589553741651044E-10,4.4919052251501775E-10,4.524664859996459E-10,4.5567433483442493E-10,4.588446621263165E-10,4.620174278603412E-10,4.6515708586789255E-10,4.683007254029559E-10,4.714012789630688E-10,4.744581478066648E-10,4.774649796696E-10,4.804581491008391E-10,4.833845282680687E-10,4.862933854438301E-10,4.891505227586368E-10,4.919496083970043E-10,4.94683719589319E-10,4.974291684256973E-10,5.000773856242243E-10,5.026934801058549E-10,5.052445439469237E-10
6354.413542101849,3.2081155336335693E-10,3.764331417499291E-10,3.7987501578324503E-10,3.833388528181271E-10,3.8654732044117226E-10,3.900095379046758E-10,3.9349169110096146E-10,3.9697387792249675E-10,4.004749848181553E-10,4.0396785022204473E-10,4.075429605048007E-10,4.111601462637209E-10,4.147410560860004E-10,4.1829911801100395E-10,4.218351725496514E-10,4.2534645958334265E-10,4.2883613822010374E-10,4.3229754577374414E-10,4.357338880668175E-10,4.3915983224492055E-10,4.4252564554546224E-10,4.458577695043572E-10,4.491521352008156E-10,4.524220772936269E-10,4.556115244101919E-10,4.587797349902557E-10,4.619498054323068E-10,4.650860081851586E-10,4.682243292107222E-10,4.713176455519303E-10,4.743683003733275E-10,4.773687363384061E-10,4.803549488101051E-10,4.832741572977616E-10,4.861763871188831E-10,4.89024574159854E-10,4.918180151324241E-10,4.945546466521614E-10,4.972933583483009E-10,4.999332242613149E-10,5.025419348369339E-10,5.050855456819391E-10
6432.863092004341,3.208115533633568E-10,3.7641808522155627E-10,3.7986312076394923E-10,3.833557193573961E-10,3.865682000340594E-10,3.90017821237724E-10,3.9349340033793957E-10,3.96969236778995E-10,4.0046957612361576E-10,4.039668243329939E-10,4.0753061223987365E-10,4.1114338798549343E-10,4.147229669482708E-10,4.182804201707388E-10,4.218156340392586E-10,4.2532582136374984E-10,4.288136786861006E-10,4.3227272574713206E-10,4.3570756630869847E-10,4.3913154650906413E-10,4.424921483896949E-10,4.458190167303805E-10,4.49112832458164E-10,4.5237659737592765E-10,4.555470380052561E-10,4.587139872162749E-10,4.61881435030956E-10,4.650140779628848E-10,4.681469141042283E-10,4.712329947504638E-10,4.742772772053552E-10,4.772711951184845E-10,4.802502814688429E-10,4.831622365918342E-10,4.860577040824126E-10,4.888967558919164E-10,4.91684253339935E-10,4.944243241297464E-10,4.971554368400444E-10,4.997868148324153E-10,5.023879889686881E-10,5.049238457163311E-10
6511.312641906833,3.2081155336335693E-10,3.764045446853604E-10,3.7985170127519085E-10,3.833683151963307E-10,3.865892491125349E-10,3.900272827200904E-10,3.9349636687994995E-10,3.9696590599407374E-10,4.0046576409338763E-10,4.0396735626257835E-10,4.0752087823648417E-10,4.1112850333898826E-10,4.1470611905239703E-10,4.182624668988549E-10,4.2179653960887227E-10,4.2530539560511825E-10,4.2879124212352263E-10,4.322477513228098E-10,4.356808614827494E-10,4.3910239246933504E-10,4.4245780566901555E-10,4.457792641783565E-10,4.490725788504122E-10,4.5233001853385024E-10,4.554809264064707E-10,4.5864748702617604E-10,4.6181235733621414E-10,4.649413154367937E-10,4.680684725960157E-10,4.711473316740804E-10,4.741850752972113E-10,4.771723464752067E-10,4.801441364436096E-10,4.830487634608979E-10,4.859373267183011E-10,4.88767074180871E-10,4.915483182609748E-10,4.942927460787258E-10,4.970153331774062E-10,4.996381060880204E-10,5.022315906595155E-10,5.047593983121798E-10
6589.762191809325,3.2081155336335693E-10,3.76392522204395E-10,3.798407867118339E-10,3.8337688035074555E-10,3.866103159660168E-10,3.9003781127612704E-10,3.9350051013145113E-10,3.9696396593919733E-10,4.0046350213538806E-10,4.0396934351701993E-10,4.075136362498121E-10,4.1111544061211596E-10,4.1469048640676863E-10,4.1824524867620007E-10,4.2177788759759637E-10,4.2528517923231153E-10,4.2876882499476653E-10,4.322226186174163E-10,4.356537566829165E-10,4.3907235098877245E-10,4.4242260831459314E-10,4.4573850535923215E-10,4.4903134389157777E-10,4.522823208100481E-10,4.554132751007795E-10,4.585802746780435E-10,4.617425792376316E-10,4.6486771487884996E-10,4.679889770937785E-10,4.710606300371206E-10,4.740916626169914E-10,4.770721508676531E-10,4.800364734156294E-10,4.829337041602623E-10,4.858152172700766E-10,4.886355005365531E-10,4.914101857298892E-10,4.941598256955139E-10,4.968729582219734E-10,4.994870264335582E-10,5.020726610139838E-10,5.045921404043326E-10
6668.211741711816,3.2081155336335693E-10,3.7638212281911666E-10,3.798305202236799E-10,3.8338168808748626E-10,3.866310027611736E-10,3.9004913825361204E-10,3.9350565789844345E-10,3.9696345096454937E-10,4.004627109131144E-10,4.0397257852950574E-10,4.0750870861746326E-10,4.1110417054716687E-10,4.1467609608273164E-10,4.182288189990581E-10,4.2175973692323257E-10,4.2526522361872615E-10,4.287464730877011E-10,4.3219736860385467E-10,4.356262549441033E-10,4.3904141477861784E-10,4.4238656397406604E-10,4.45696762797848E-10,4.4898907633975795E-10,4.5223347060016984E-10,4.5534436476537746E-10,4.585124948024064E-10,4.6167216958553435E-10,4.647933017736055E-10,4.67908412991948E-10,4.70972881913359E-10,4.739970185685952E-10,4.769705752113929E-10,4.799272618014295E-10,4.828170404628326E-10,4.856913489534072E-10,4.88502039812306E-10,4.912698603502163E-10,4.940253638680999E-10,4.96728153822629E-10,4.993334607152327E-10,5.019110873253861E-10,5.044219932552596E-10
6746.6612916143085,3.2081155336335693E-10,3.7637344986760905E-10,3.7982104686604454E-10,3.833830313993163E-10,3.8665091427387836E-10,3.900609926405104E-10,3.935116372578855E-10,3.969643886152784E-10,4.0046330896985407E-10,4.039768561112551E-10,4.0750591352702327E-10,4.1109466156630237E-10,4.146629757631523E-10,4.1821323297179086E-10,4.2174214844598917E-10,4.2524558203741353E-10,4.287242341025198E-10,4.3217204432940765E-10,4.355983604122344E-10,4.3900957986744023E-10,4.423496811027642E-10,4.4565406220166874E-10,4.489457256228886E-10,4.521834310755427E-10,4.5527449370063873E-10,4.584442955896093E-10,4.6160119936710313E-10,4.647181025363897E-10,4.678267675953035E-10,4.708840806291391E-10,4.739011240194785E-10,4.768675880454038E-10,4.798164728565148E-10,4.826987540058317E-10,4.855656968173132E-10,4.88366698608147E-10,4.911273495456239E-10,4.938891501676535E-10,4.965807610870509E-10,4.991772922567657E-10,5.017467595206361E-10,5.042488802282132E-10
6825.1108415168,3.208115533633573E-10,3.763665979140998E-10,3.798125066018558E-10,3.83381218763035E-10,3.866696699504938E-10,3.9007310845516884E-10,3.9351827818945295E-10,3.969667986693609E-10,4.0046521206906303E-10,4.039819754028106E-10,4.075050677995585E-10,4.110868762742833E-10,4.1465115153414217E-10,4.1819854227911526E-10,4.2172518022489245E-10,4.252263057470983E-10,4.287021541637532E-10,4.321466877031541E-10,4.3557007605686577E-10,4.389768441612338E-10,4.423119695732112E-10,4.4561043164562607E-10,4.489012430042757E-10,4.521321656991152E-10,4.552039658952439E-10,4.583758247132526E-10,4.6152973917928653E-10,4.64642143193238E-10,4.677440292581659E-10,4.707942214785392E-10,4.738039613949453E-10,4.767631606979448E-10,4.797040805562102E-10,4.825788268111369E-10,4.854382391250257E-10,4.882294843938392E-10,4.909826626128804E-10,4.937509710701765E-10,4.964306253620038E-10,4.990184075992604E-10,5.015795726483614E-10,5.040727324589475E-10
6903.5603914192925,3.2081155336335693E-10,3.7636152175358214E-10,3.7980484767400313E-10,3.833761422016885E-10,3.866864408258538E-10,3.900848984368227E-10,3.9352512470740614E-10,3.96970557623555E-10,4.004681128048721E-10,4.0398743305052246E-10,4.075057673065651E-10,4.110805941581596E-10,4.1464045787866317E-10,4.1818459126003613E-10,4.2170867209525413E-10,4.252072279610014E-10,4.286800489345725E-10,4.3212110851029883E-10,4.3554115761680634E-10,4.389429325850565E-10,4.422731835271363E-10,4.4556564903458376E-10,4.4885533330272314E-10,4.5207938864058246E-10,4.551328442199931E-10,4.5830704198040335E-10,4.61457664851912E-10,4.645652778164276E-10,4.676599564426004E-10,4.707030711415009E-10,4.737052945112324E-10,4.766570522764507E-10,4.795898401946292E-10,4.824570194593555E-10,4.853087358057034E-10,4.880901934770663E-10,4.908355886889624E-10,4.936104570427922E-10,4.962773597704488E-10,4.988564765577522E-10,5.014091848004575E-10,5.038932496226396E-10
6982.009941321784,3.2081155336335693E-10,3.76358194143795E-10,3.797981263855444E-10,3.8336833168957983E-10,3.867013069945183E-10,3.9009636385578186E-10,3.935321917050092E-10,3.9697568314751766E-10,4.0047200925532696E-10,4.0399325690658663E-10,4.075079254457875E-10,4.1107577193606246E-10,4.146309077112474E-10,4.181714212441606E-10,4.2169267571991136E-10,4.25188401607492E-10,4.286579817652132E-10,4.3209537113955564E-10,4.355116550439661E-10,4.3890792686013005E-10,4.422333934060324E-10,4.4551979739235574E-10,4.4880803360720534E-10,4.520251440646353E-10,4.5506139750826813E-10,4.582380555198964E-10,4.613850435556862E-10,4.644875287667004E-10,4.675745967921403E-10,4.706106749065604E-10,4.736051566617911E-10,4.765492864220631E-10,4.794737812143622E-10,4.823333649312427E-10,4.851772101189779E-10,4.879488563223395E-10,4.906861656767515E-10,4.934674518289787E-10,4.961209203883574E-10,4.986914663158769E-10,5.012355645849845E-10,5.037104401678356E-10
7060.4594912242765,3.2081155336335714E-10,3.76356579659489E-10,3.797924363361186E-10,3.8335844902767554E-10,3.8671440562076873E-10,3.9010750827301866E-10,3.935394943221267E-10,3.9698214178879904E-10,4.0047689062986153E-10,4.039994887265648E-10,4.0751144140917923E-10,4.110723660090936E-10,4.1462253196027357E-10,4.1815910843616345E-10,4.2167728268388233E-10,4.2516992715262574E-10,4.286360615118896E-10,4.320695870615642E-10,4.354816676970109E-10,4.388719719896396E-10,4.421927236745237E-10,4.45473011999815E-10,4.4875941899198934E-10,4.519695201195782E-10,4.5498998873749104E-10,4.581690107339965E-10,4.61311965465844E-10,4.6440893288662014E-10,4.674880189938337E-10,4.705170938428601E-10,4.735036038419502E-10,4.764399131405198E-10,4.793559630970514E-10,4.822079224965178E-10,4.850437105987539E-10,4.878055310201535E-10,4.90534466389498E-10,4.933217494588722E-10,4.959612741624237E-10,4.985233566940788E-10,5.010587063823426E-10,5.035243368461316E-10
7138.909041126769,3.2081155336335693E-10,3.763565962502735E-10,3.797878280328875E-10,3.833470601276331E-10,3.867256751313174E-10,3.901181776078138E-10,3.935469147202858E-10,3.969897894068495E-10,4.0048264384667173E-10,4.040060329520318E-10,4.0751610292519944E-10,4.1107025801359336E-10,4.1461529629453356E-10,4.181476678700053E-10,4.2166252288615814E-10,4.2515184405087717E-10,4.286143310089615E-10,4.3204380126397676E-10,4.354512206564683E-10,4.3883513236377E-10,4.421512227570058E-10,4.4542535457470666E-10,4.487094777471976E-10,4.5191252538981943E-10,4.5491895708921303E-10,4.5810001317169144E-10,4.612384636423052E-10,4.6432946714061147E-10,4.674002118537533E-10,4.704223096562602E-10,4.734006171182297E-10,4.763289098586962E-10,4.792363724014722E-10,4.820806794744976E-10,4.849082136633861E-10,4.876602123967386E-10,4.903804995381951E-10,4.931730430808909E-10,4.957982934380262E-10,4.983520459128074E-10,5.008785224915662E-10,5.033348948115911E-10
7217.35859102926,3.2081155336335714E-10,3.76358154722437E-10,3.797843453894051E-10,3.8333471911716915E-10,3.8673506527025665E-10,3.9012822328089915E-10,3.9355433778590757E-10,3.969984512865128E-10,4.0048915685107867E-10,4.0401279850934205E-10,4.075216986445842E-10,4.110693272318514E-10,4.1460916192158726E-10,4.181371103787538E-10,4.216484220947555E-10,4.2513418796357166E-10,4.2859282934303854E-10,4.3201805516429905E-10,4.3542033716008816E-10,4.387974702873477E-10,4.421089342862501E-10,4.4537688222970254E-10,4.48658194611877E-10,4.51854169893836E-10,4.548486330069011E-10,4.580311627163089E-10,4.611645677162728E-10,4.642491036745663E-10,4.673111622275671E-10,4.703263014796896E-10,4.732961747978186E-10,4.762162520688358E-10,4.791149938458843E-10,4.81951623655665E-10,4.847706943234058E-10,4.875128945088253E-10,4.902242719432097E-10,4.930210265258789E-10,4.956318536942155E-10,4.981774358960546E-10,5.006949292021446E-10,5.031420698846155E-10
