% Model,EMSI_model_V1_C_rate_1_T_ref_288_Permeability_1.9E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 11 2026, 00:10"
% Dimension,1
% Nodes,42
% Expressions,1
% Description,Global
% Cycle number,Value
1,2432.9499933844577
2,2433.5767687014522
3,2433.006745754403
4,2432.2962739892937
5,2431.314858781585
6,2429.8581660708514
7,2427.830417438854
8,2425.546702334177
9,2423.0116074810066
10,2420.051750182698
11,2416.9793739754386
12,2413.6629642019398
12.999999999999998,2410.114426087115
13.999999999999998,2406.174343251594
14.999999999999998,2402.033640117501
15.999999999999998,2397.819710103431
17,2393.2470346072514
18,2388.3031369852833
19,2383.156407937873
20,2377.971865108848
21,2372.5425874694483
22,2366.8420200279506
23,2361.062689132945
24,2354.8420273476368
25,2348.696853921705
25.999999999999996,2342.2192359402106
26.999999999999996,2335.717737859115
27.999999999999996,2329.0880305452447
28.999999999999996,2322.1729175579094
29.999999999999996,2315.19239621234
30.999999999999996,2308.028425668308
31.999999999999996,2300.6827067257254
33,2293.226318070985
34,2285.5928480263974
35,2277.798923035414
36,2269.732734123507
37,2261.663547132135
38,2253.439761307527
39,2245.040519927774
40,2236.3222597659624
40,2236.350784626964
41,2227.4199525961594
