% Model,EMSI_model_V1_C_rate_1_T_ref_298_Permeability_1.9E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 11 2026, 17:47"
% Dimension,1
% Nodes,397
% Expressions,42
% Description,Line graph
% Arc length (µm),genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode,genproj_an(liion.socloc_average)/w_anode
0,0.0020000000000007082,0.6374638240970223,0.6373628053259064,0.6372191503983397,0.6370575233168101,0.6367979627149416,0.6366045487809804,0.6364784752134541,0.6363141695425055,0.6361072486113042,0.6358668484764163,0.6354854694022692,0.6351761778690183,0.6348423767315562,0.634520265329079,0.6341359932647656,0.6337471397536438,0.6332728279837613,0.6327785766988185,0.6322626383525939,0.6317108230618174,0.6311162067826211,0.6304672464440501,0.6298427550616106,0.6291601857984717,0.6284536014250003,0.627622883657227,0.6268481533333442,0.6260627444385456,0.6252708874202249,0.6244316681976586,0.6235500448556447,0.622618973469921,0.6216534789955357,0.6206631058917528,0.6196069353100078,0.6184630872060416,0.6174887735379581,0.6164329503787469,0.6153128543389963,0.6138473861003739,0.6127365543629493
78.44954990249195,0.002000000000000708,0.6373236508255373,0.6372240218901284,0.6370948168649399,0.6369399182594548,0.6366891968565228,0.636511250631629,0.636380677107973,0.6362117197312004,0.6360021341655246,0.6357450620063033,0.6353860702383729,0.6350825914157089,0.634747243826634,0.6344225876583578,0.6340342980343056,0.6336409700034031,0.633165242975282,0.6326679062042235,0.6321499016641114,0.6315941447838769,0.6309972434179733,0.6303526391598206,0.6297210249375521,0.6290337404595566,0.6283222283447679,0.6275010565073383,0.6267187724427463,0.625933236411218,0.6251332158935333,0.6242869770667246,0.6233986389357661,0.6224620303249268,0.6214906221384086,0.620494693166497,0.6194345450950324,0.6183299093381294,0.617327639659502,0.6162631299429959,0.6151345381749439,0.6137026265466584,0.6125665845175319
156.8990998049839,0.002000000000000708,0.6372062545236645,0.6371083137547888,0.6369934633426766,0.6368453998764543,0.6366036138641358,0.6364409200445608,0.6363059730847339,0.6361324303878385,0.6359203174323012,0.6356468677932221,0.6353102425172145,0.6350126546898375,0.6346758013496276,0.6343487967074541,0.6339566687177133,0.6335591289932487,0.6330820983720329,0.6325818537743093,0.6320620445187777,0.6315025718598097,0.6309036005248395,0.6302636211608249,0.6296251402954406,0.6289333346631711,0.6282171656010428,0.6274056712920327,0.626616114875534,0.6258307147200314,0.6250229487991302,0.6241702163842313,0.6232757768025935,0.6223341310169642,0.6213574706989742,0.6203567618553583,0.6192930519118471,0.6182277099373878,0.6171980744133585,0.6161252843372017,0.61498832735399,0.6135899730425821,0.6124290606993553
235.34864970747586,0.002000000000000708,0.6371116351914038,0.6370156809198879,0.6369150898315502,0.6367739681678084,0.6365412137377804,0.6363935570197757,0.6362543631437361,0.6360763015124206,0.6358617984116335,0.6355722658371727,0.6352579862387944,0.6349663676914039,0.6346280493005377,0.6342988924763675,0.6339031053149886,0.6335016167231818,0.6330233941740144,0.6325204194090756,0.6319990669165922,0.6314361042896147,0.6308352781032195,0.6302001924470629,0.6295551011352761,0.6288589684093148,0.6281384131938244,0.6273367280113098,0.6265401806317078,0.6257551793649861,0.6249400861370155,0.6240813861501782,0.6231814584561275,0.6222352755460336,0.6212540246772321,0.6202493119583355,0.6191824557604518,0.6181564890038178,0.6171000777995272,0.6160194135613638,0.6148742218761344,0.6135094255881451,0.6123239829084192
313.7981996099678,0.002000000000000708,0.6370397928287556,0.6369461233854259,0.6368596963315608,0.6367256231335173,0.6365019964774568,0.6363691615572744,0.6362258472849802,0.6360433331049461,0.6358265771035219,0.6355212561381552,0.6352293014031121,0.6349437304204086,0.6346039876793639,0.6342728749650987,0.6338736078261319,0.6334684331932017,0.6329891303812266,0.6324836031085223,0.6319609688575548,0.6313947420732928,0.6307922761531133,0.6301623530185346,0.6295109074570591,0.6288106416979877,0.6280859711231134,0.6272942266651694,0.626490969711267,0.625706630346082,0.624884627907189,0.6240204863645652,0.6231156838963671,0.6221654639121345,0.6211802840731824,0.6201723434754295,0.6191027566408468,0.618116246537419,0.6170336498180082,0.6159455176154822,0.6147922217413773,0.6134609841833475,0.6122513511447235
392.2477495124598,0.002000000000000707,0.6369907274357194,0.6368996411514021,0.6368272828427081,0.6367003647735812,0.6364859620831647,0.6363677336570562,0.6362204255084661,0.636033525165415,0.6358146535079664,0.63549383869617,0.6352241880101681,0.6349447428768511,0.6346036164861064,0.6342707441736464,0.6338681762511431,0.6334595784033081,0.6329793069936689,0.63247140487265,0.6319477503416663,0.6313784852108442,0.6307745946745213,0.6301501028752398,0.6294925592607888,0.62878835452919,0.6280598393889092,0.6272781672536119,0.6264684821142119,0.6256850676633193,0.624856574109651,0.6239875170273931,0.6230784531233131,0.6221246961152678,0.6211362488868254,0.6201258564066402,0.6190539545530316,0.6181069825381911,0.616998790468802,0.6159035964995574,0.6147423269497189,0.6134446488281897,0.6122111654082686
470.6972994149517,0.002000000000000707,0.6369644390122953,0.6368762342178168,0.6368178493649922,0.6366981930879999,0.6364931105549042,0.636389273319121,0.6362380978141937,0.6360468776938274,0.6358260276249668,0.6354900135112168,0.6352426460599623,0.6349694050607317,0.6346269357207649,0.6342925001020123,0.6338868105900224,0.6334750523535017,0.6329939240113422,0.6324838247014578,0.6319594113689263,0.6313873337022679,0.6307822336674432,0.6301634420171789,0.6295000565464659,0.6287921069029219,0.6280600179912121,0.6272885497766367,0.6264727178405426,0.625690491316698,0.6248559247444012,0.6239824781386613,0.6230697661369655,0.6221129721554327,0.6211219191181605,0.620109850751967,0.619036049497007,0.6181286970061347,0.616995499751908,0.6158936502135888,0.6147245375011593,0.6134604195226713,0.6122034256990544
549.1468493174436,0.002000000000000706,0.6370551923299929,0.6369708626390763,0.636925578939256,0.6368132884622622,0.6366175607328519,0.6365266421669002,0.636371316462557,0.63617535665157,0.6359524130672037,0.6356019989977743,0.6353759018418424,0.6351082984099189,0.6347640905475174,0.6344277544860913,0.6340187334096309,0.6336031786896248,0.6331216048758216,0.6326092049141351,0.6320839904399737,0.6315091121213798,0.6309027876659,0.630289575315281,0.6296203744226617,0.6289086869888156,0.6281729949002527,0.6274111526569374,0.6265897213118747,0.6258081471191762,0.6249675224357555,0.6240895991865092,0.6231732879322883,0.6222132807728864,0.6212193071170273,0.620205558239024,0.6191294005550406,0.6182588727473992,0.6171017756703894,0.6159924565150198,0.6148148095663876,0.6135821836160356,0.6123019267283115
627.5963992199356,0.002000000000000707,0.6372881932730012,0.6372166919810189,0.63718392362965,0.6370833674512284,0.6368996887563836,0.6368159809767715,0.636657561810105,0.6364588451264436,0.6362359121364746,0.6358818408718974,0.6356738100983127,0.6354109671473798,0.6350677875962564,0.6347306300227334,0.6343217913184707,0.633906293215124,0.633423893475073,0.6329123139699261,0.632389383183733,0.631815109850181,0.6312106200816443,0.63060624197728,0.629934881178752,0.6292232467504516,0.628488381025992,0.6277378727878329,0.6269196482759155,0.6261412079799032,0.6252995467906848,0.624422758906788,0.6235086694149771,0.6225511217510544,0.6215602404083661,0.6205497604045667,0.6194771738131463,0.6186345764142356,0.6174751514504788,0.6163609803640849,0.6151813461577614,0.6139774903770985,0.6126868743157562
706.0459491224277,0.0020000000000007074,0.6372772051671811,0.6372275750048818,0.6372053432463459,0.6371211695289317,0.636951053278139,0.6368642880732241,0.6367039617837452,0.6365052873347483,0.6362818321854866,0.6359409723716605,0.6357437120079958,0.6354830365442031,0.6351412628252987,0.6348032281439647,0.6343952456531584,0.6339817269752234,0.6334974590145007,0.6329877416615955,0.6324671454360973,0.6318946525096342,0.6312915958910523,0.6306954584963492,0.6300230971782979,0.629312689274322,0.6285804846237745,0.6278378846712285,0.627030772971933,0.6262538457420725,0.6254134436315373,0.6245398061544556,0.6236292089075045,0.6226752206204101,0.6216871777533043,0.6206774671284667,0.6196064001962308,0.6187672636039326,0.6176199697928868,0.6164963966738246,0.6153124799474728,0.6141214681550673,0.612826912184165
784.4954990249196,0.0020000000000007065,0.6371284944774708,0.637106971383186,0.6370930075094146,0.6370265243238182,0.6368696034812624,0.6367713152896628,0.6366086010664509,0.6364092238999765,0.6361849247856534,0.6358671714025806,0.635674426371853,0.6354124841800955,0.6350697495038573,0.6347301115828241,0.6343214812006374,0.6339083344548698,0.6334217166386154,0.6329122009317327,0.6323924143463472,0.6318203986579177,0.6312176916941669,0.630627102085093,0.6299528634987412,0.6292427251467104,0.6285128639349807,0.6277747457105103,0.6269796244230789,0.6262013025913218,0.6253618048304224,0.6244907703778442,0.6235833107107893,0.6226317422837547,0.6216463067240334,0.6206395108451822,0.6195715623814919,0.6187232796494603,0.6176010869746236,0.6164719310661272,0.6152886847466339,0.6141073599633554,0.6128189145134461
862.9450489274116,0.002000000000000707,0.636967821219592,0.6369750280101083,0.6369683797245439,0.6369193893282905,0.636774992495931,0.6366633068932851,0.6364977201079427,0.636297029535904,0.6360716971894653,0.63577898243295,0.6355888403854668,0.6353244061002111,0.6349801766366694,0.6346378633437341,0.6342280234352973,0.6338146758649779,0.6333248771164679,0.632814956615772,0.6322948869211553,0.6317226281179239,0.6311196637649881,0.6305330956432638,0.6298563457165735,0.6291457387505053,0.6284172864821745,0.6276824725253911,0.6268986933798226,0.6261173954716415,0.6252781924025981,0.6244088956942779,0.6235038624428206,0.6225545994867667,0.6215713829171451,0.620567100676754,0.6195026705479959,0.6186421412651744,0.6175474960404699,0.616414109869197,0.6152329806053938,0.6140605675580294,0.6127810222252598
941.3945988299034,0.002000000000000707,0.6368063510399461,0.6368413787708324,0.6368411472048071,0.6368090969697164,0.6366760972681886,0.6365504284551179,0.6363816279291844,0.6361790346288682,0.6359521706014698,0.6356850916330271,0.6354959621703326,0.635227899524891,0.6348812910451157,0.6345355182616558,0.6341239645663119,0.633709540092638,0.6332155834479064,0.632704568992902,0.6321830984169853,0.6316096439963258,0.6310053388989941,0.6304212162130787,0.629741034211895,0.6290287461571251,0.628300244588678,0.6275670718013948,0.6267929715371799,0.6260070669666752,0.6251665931922332,0.6242973292390697,0.6233930776642185,0.6224446944648669,0.6214622178155277,0.6204588144075411,0.6193966321379702,0.6185210236310683,0.6174525128569454,0.6163136585989483,0.6151333284361968,0.6139673332398169,0.6126956440413324
