% Model,EMSI_model_V1_C_rate_1_T_ref_298_Permeability_1.9E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 11 2026, 17:17"
% Dimension,0
% Nodes,7410
% Expressions,9
% Description,"overpot_electrolyte, overpot_electrolyte_ohmic, overpot_electrolyte_concentration, overpot_ct, equilibrium_pot, overpot_rest, Cell potential, Number of cycles, Cell current"
% t,overpot_electrolyte (V),overpot_electrolyte_ohmic (V),overpot_electrolyte_concentration (V),overpot_ct (V),equilibrium_pot (V),overpot_rest (V),liion.cdc1.phis0 (V),liion.cdc1.cycle_counter,liion.cdc1.Icell (A)
9360,-0.13342527333915177,-0.05232127115022023,-0.08110400218893155,-0.06314887296319964,3.6384232994131556,-0.0767736447015574,3.3650755084092467,1,-0.8479272327816024
9390,-0.13506091848022872,-0.05289299673752608,-0.08216792174270264,-0.06439059801943214,3.6342934240320246,-0.07703199826624707,3.3578099092661167,1,-0.8479272327816015
9420,-0.13656894712342477,-0.05340668916271261,-0.08316225796071217,-0.06579629709494195,3.6301938889160104,-0.07729413413511127,3.3505345105625324,1,-0.8479272327816012
9450,-0.13785050398840198,-0.053818243170378845,-0.08403226081802315,-0.06710240557076065,3.626122990806127,-0.07787135239408333,3.343298728852881,1,-0.847927232781602
9480,-0.13884591108556407,-0.054120354921237845,-0.08472555616432623,-0.06851586624198938,3.6218715583922076,-0.07841938326474696,3.3360903977999072,1,-0.8479272327816016
9510,-0.13953685223898743,-0.054311415893596275,-0.08522543634539115,-0.06992819530627384,3.617578408487744,-0.07920223175092292,3.32891112919156,1,-0.8479272327816014
9540,-0.13989136324885548,-0.05437768620746983,-0.08551367704138566,-0.07151005678685615,3.6132670704609597,-0.08016465738106668,3.3217009930441814,1,-0.847927232781602
9570,-0.1398183137067144,-0.05429009821880562,-0.08552821548790879,-0.07286254868952495,3.6088325575214912,-0.08172728477436589,3.314424410350886,1,-0.8479272327816016
9600,-0.13933790717555528,-0.05406450951257664,-0.08527339766297864,-0.07407808948023036,3.6043594693420697,-0.08384313444011998,3.307100338246164,1,-0.8479272327816009
9630,-0.13854842451099622,-0.053749781078362466,-0.08479864343263376,-0.0752017580692137,3.5998575091909806,-0.08649613123068736,3.2996111953800833,1,-0.847927232781602
9660,-0.13750900756913637,-0.05337410484274168,-0.08413490272639468,-0.07611035963352943,3.595315864205568,-0.08984637046535787,3.291850126537544,1,-0.8479272327816009
9690,-0.1363946659055594,-0.052995005392178156,-0.08339966051338124,-0.07672694612382559,3.5907714584430117,-0.0939438506798794,3.2837059957337473,1,-0.8479272327816013
9720,-0.13508484352036146,-0.05254488768034052,-0.08253995584002094,-0.07695337812138493,3.5859798946736983,-0.09855610096430131,3.2753855720676506,1,-0.8479272327816024
9750,-0.13402555628776483,-0.05223393555124338,-0.08179162073652145,-0.07745499347520618,3.5808927549882856,-0.10279885580047579,3.266613349424839,1,-0.8479272327816022
9780,-0.13307920974952397,-0.05192154786802745,-0.08115766188149653,-0.0785853278133431,3.5756799955108614,-0.1063975186942766,3.2576179392537177,1,-0.8479272327816019
9810,-0.13192498805874459,-0.05151330713962325,-0.08041168091912133,-0.07956776067651648,3.5694683552274844,-0.1098403692469408,3.2481352372452825,1,-0.8479272327816021
9840,-0.13038533122019175,-0.05097950108571149,-0.07940583013448026,-0.0797483637282387,3.5630157638128326,-0.11486027748803701,3.238021791376365,1,-0.8479272327816014
9870,-0.12894034851337405,-0.050539152561297936,-0.07840119595207612,-0.07904555419264041,3.556651718070384,-0.12101781645917087,3.2276479989051987,1,-0.8479272327816015
9900,-0.1279622694590583,-0.05028211315832514,-0.07768015630073316,-0.07921412728745399,3.5488931511713546,-0.12466965049651196,3.2170471039283304,1,-0.8479272327816018
9930,-0.12708800110647228,-0.05003504406512317,-0.07705295704134911,-0.07920680505292785,3.537465722931309,-0.1252097364002453,3.2059611803716637,1,-0.8479272327815414
9960,-0.1264911798988702,-0.04992542120930179,-0.07656575868956841,-0.07805439843296832,3.526270919407691,-0.12713567301340928,3.1945896680624433,1,-0.847927232781599
9990,-0.12695583950348366,-0.0502587417864502,-0.07669709771703345,-0.07794104008053121,3.5166468377217934,-0.1281743696117424,3.183575588526036,1,-0.8479272327816018
10020,-0.1284037260542894,-0.050849561420626625,-0.07755416463366277,-0.08021625999153556,3.5072780343901484,-0.12639270833432958,3.172265340009994,1,-0.8479272327816018
10050,-0.13000044355901363,-0.051406832599089174,-0.07859361095992445,-0.08341527353148023,3.495625779350735,-0.12179153303005974,3.1604185292301814,1,-0.8479272327816018
10080,-0.1314057049420299,-0.05184211655903299,-0.07956358838299693,-0.08708891658593902,3.482950303903379,-0.11678893861893769,3.1476667437564725,1,-0.8479272327816018
10110,-0.1321959803921749,-0.05200180723424679,-0.0801941731579281,-0.09138092721057645,3.4697691078875685,-0.11255046456833845,3.1336417357164787,1,-0.8479272327816015
10140,-0.13180682129229104,-0.051672374200016635,-0.08013444709227441,-0.09579261344092099,3.4541493548223086,-0.10892668357104202,3.1176232365180545,1,-0.8479272327816021
10170,-0.13004159423925815,-0.051014171495830464,-0.0790274227434277,-0.09483642862688879,3.4393964660728287,-0.1147300232375949,3.099788419969087,1,-0.8479272327816019
10200,-0.12860037359295734,-0.05045134313622919,-0.07814903045672815,-0.09678038909287523,3.4282372074684435,-0.12198878579594835,3.0808676589866626,1,-0.847927232781602
10230,-0.1267822223988161,-0.04975069111764744,-0.07703153128116866,-0.09800671258897772,3.4199512989124394,-0.13488159587222248,3.060280768052423,1,-0.8479272327816012
10260,-0.1246075210561281,-0.04890928905711898,-0.07569823199900913,-0.09894919860778092,3.41294138552757,-0.1512912055845141,3.0380934602791467,1,-0.8479272327816014
10290,-0.12215342190033557,-0.04799041533112451,-0.07416300656921106,-0.09976609404187708,3.406645627968083,-0.17045331067444597,3.0142728013514244,1,-0.8479272327816014
10320,-0.11975808543123523,-0.0471592019498259,-0.07259888348140933,-0.10040069194663999,3.4000716870478387,-0.19099336953519713,2.9889195401347664,1,-0.8479272327816012
10350,-0.11800359444371633,-0.04663684577231378,-0.07136674867140255,-0.10165754175110296,3.387783912445835,-0.20594270424930672,2.962180072001709,1,-0.8479272327816006
10380,-0.11710338086783184,-0.046411166759598874,-0.07069221410823297,-0.10465862674630051,3.3696781040938153,-0.21504363065595877,2.932872465823724,1,-0.8479272327816018
10410,-0.11650081177223148,-0.0462316150538236,-0.07026919671840788,-0.1083815803207605,3.350546522897506,-0.22755719578653488,2.8981069350179793,1,-0.8479272327816019
10440,-0.11596616723757591,-0.04602675691239635,-0.06993941032517956,-0.11326072620641792,3.3307877455620205,-0.2473896150377819,2.854171237080245,1,-0.8479272327816011
10470,-0.11422821375508052,-0.04511102587686038,-0.06911718787822013,-0.11714137184385601,3.307702676722644,-0.27862714268897315,2.7977059484347344,1,-0.8479272327816013
10500,-0.11182756774301283,-0.044428311669996084,-0.06739925607301675,-0.12070205637688754,3.2727698269721297,-0.3022412015770904,2.737999001275139,1,-0.8479272327816014
10530,-0.11204582032198296,-0.04468612813704414,-0.06735969218493881,-0.13295374825807577,3.2195494743115924,-0.3209290934361018,2.653620812295432,1,-0.8479272327816015
10559.374234923085,-0.11068330208979427,-0.04400757114064692,-0.06667573094914735,-0.1467858954836181,3.14694856712139,-0.3897315722814211,2.4997477972665565,1,-0.8479272327816018
10559.374234923087,-0.1106832203032414,-0.044007489383592,-0.0666757309196494,-0.14678571383179168,3.1469485642822295,-0.38973147354288573,2.4997481566043107,1,-0.8479256047607635
10560,-0.08307303499281604,-0.016931194477933804,-0.06614184051488224,-0.06864661447306832,3.1457358544142133,-0.34669115735376743,2.6473250475945616,1,-0.31732398274181406
10561.394234923086,-0.06333872776830252,-6.609869024467929E-4,-0.06267774086585573,-0.003179231563192402,3.1452895137210906,-0.28316714065780996,2.7956044137317857,1,7.047314121155779E-19
10561.394234923087,-0.06333863911611048,-6.609008294670986E-4,-0.06267773828664339,-0.003178885882936804,3.1452895135377243,-0.2831670143465421,2.795604974192135,2,1.695853865936632E-6
10590,0.06408342517582469,0.03890880894509443,0.025174616230730258,0.10379288408784523,3.2021032585729907,0.03504162795772947,3.40502119579439,2,0.8479272327816023
10620,0.08944035539113858,0.03885527447630389,0.05058508091483469,0.0954884260364135,3.2469778230954507,0.07476625419718687,3.5066728587201896,2,0.8479272327816019
10650,0.09560289597509901,0.03868010575166183,0.05692279022343718,0.08972533460453763,3.2807858690610114,0.07656445700558591,3.542678556646234,2,0.8479272327816018
10680,0.09760507913026563,0.0389813295260458,0.05862374960421983,0.08654508841557981,3.3059767639681295,0.07108524500222214,3.561212176516197,2,0.8479272327816009
10710,0.09908098770000903,0.03951324342372265,0.05956774427628638,0.08483510186945376,3.324545127381575,0.06795912416169406,3.576420341112732,2,0.8479272327816014
10740,0.10027448240768652,0.039942831497706305,0.06033165090998022,0.08317993845138219,3.3393631039994522,0.06774317410926844,3.5905606989677894,2,0.8479272327816011
10770,0.10053482951386995,0.0398419562024341,0.06069287331143585,0.08056344851339109,3.3535095865741167,0.06745025169054857,3.6020581162919263,2,0.8479272327816015
10800,0.09989716137374899,0.039413931764768324,0.060483229608980664,0.07709927998361699,3.367170046058899,0.06660844810253347,3.6107749355187986,2,0.8479272327816023
10830,0.0990651485681171,0.03903412078489212,0.06003102778322498,0.07364527585088124,3.3804595205966317,0.06482178215259557,3.6179917271682256,2,0.8479272327816018
10860,0.09885315564693128,0.03904262356361999,0.059810532083311295,0.07034176671426404,3.392729539255347,0.06268461391647956,3.624609075533022,2,0.847927232781601
10890,0.09975546630809407,0.03958929372587459,0.06016617258221948,0.06855282317752834,3.404362898135048,0.058763014591327906,3.6314342022119983,2,0.8479272327816018
10920,0.10157750197055922,0.040472680417907594,0.06110482155265162,0.06825259786207166,3.4143288628332327,0.05475972902749847,3.638918691693362,2,0.8479272327816021
10950,0.10382208823704941,0.0414672011160856,0.06235488712096381,0.06846825304319511,3.421444681685718,0.05329118341428424,3.6470262063802465,2,0.8479272327816015
10980,0.10619955624683172,0.04248312977835269,0.06371642646847903,0.06898946810987805,3.4272230128703,0.05314036826218985,3.6555524054891997,2,0.8479272327816018
11010,0.10856970494577241,0.043481069083404544,0.06508863586236786,0.06977523655746606,3.4328230106861435,0.05337327367588214,3.664541225865264,2,0.8479272327816019
11040,0.11083709936371854,0.04442472897016348,0.06641237039355505,0.0706405575782417,3.4383291896885515,0.0539901069592295,3.6737969535897412,2,0.8479272327816015
11070,0.11284308224343262,0.045236333956976564,0.06760674828645605,0.07170912549945116,3.444069846256571,0.05462103520921208,3.6832430892086667,2,0.8479272327816013
11100,0.11451034178434943,0.04590253485900333,0.0686078069253461,0.07260666155062617,3.450096415364147,0.05565403721580875,3.6928674559149313,2,0.8479272327816018
11130,0.115845293429989,0.046430070221846274,0.06941522320814272,0.07325871085128441,3.4564936539404747,0.057227686786368,3.702825345008116,2,0.847927232781602
11160,0.11672671200451425,0.04674055246177777,0.06998615954273647,0.07320116364301346,3.463736180028503,0.05934497149515934,3.71300902717119,2,0.8479272327816012
11190,0.11711633025534218,0.04682620641096047,0.07029012384438171,0.07216053102132577,3.4720986272485,0.06161554090182822,3.7229910294269963,2,0.8479272327816022
11220,0.11714959437633148,0.04677719622362417,0.07037239815270731,0.07075145208610822,3.481741275694932,0.06273977384122904,3.732382095998601,2,0.8479272327816015
11250,0.11707808393330361,0.04671663747950257,0.07036144645380105,0.06913435203587791,3.492279318507145,0.06270070438891821,3.7411924588652448,2,0.8479272327816019
11280,0.11697325019340121,0.04664740880094139,0.07032584139245981,0.06781884893796081,3.5029903836821634,0.06160465017753186,3.7493871329910573,2,0.8479272327816016
11310,0.11673636227952333,0.04650583077303911,0.07023053150648423,0.06684157478978761,3.5131696327125477,0.06034024920351763,3.7570878189853762,2,0.8479272327816016
11340,0.11633331669520283,0.046293642616905537,0.0700396740782973,0.06537125749650069,3.5224251117344054,0.060175986558625855,3.764305672484735,2,0.8479272327816012
11370,0.1158196254141247,0.046039016288039636,0.06978060912608507,0.06377471531268858,3.531334872927858,0.06015853596986749,3.771087749624539,2,0.8479272327816014
11400,0.1153197926072601,0.04581263472885901,0.06950715787840109,0.06227328674164909,3.5402785588909067,0.059496200966318843,3.7773678392061347,2,0.8479272327816016
11430,0.11491137581670201,0.045635106234472526,0.06927626958222949,0.061309518762617324,3.5490402580876133,0.05793766055122253,3.783198813218155,2,0.847927232781602
11460,0.1144165632154469,0.04539754261080073,0.06901902060464617,0.060442913976297835,3.557243221977139,0.05673105913684899,3.7888337583057328,2,0.8479272327816016
11490,0.11376847103493509,0.045092399195521625,0.06867607183941346,0.05941951051835828,3.564058410952847,0.05703386292892745,3.794280255435068,2,0.847927232781602
11520,0.11302468300558971,0.04475408760741234,0.06827059539817737,0.057837192578117216,3.5709916366992736,0.05764448697994673,3.799497999262927,2,0.8479272327816016
11550,0.11231808882955943,0.04445018985301356,0.06786789897654588,0.0560423432463804,3.578262779632622,0.05786943972457284,3.8044926514331348,2,0.8479272327816022
11580,0.11178161164481816,0.04423820761774933,0.06754340402706882,0.05420112581852203,3.585923503970628,0.05740606119674889,3.809312302630717,2,0.8479272327816015
11610,0.11154057569699136,0.044187516481703076,0.06735305921528828,0.05261413214627475,3.5935972463122123,0.05615097134758387,3.8139029255030623,2,0.8479272327816019
11640,0.11161224705821982,0.044271827714714954,0.06734041934350486,0.051723183653745064,3.6008475075377278,0.054273469227689275,3.818456407477382,2,0.8479272327816018
11670,0.11192575619000093,0.044455632863191034,0.0674701233268099,0.05141948517992643,3.6071232138942144,0.05266891961304308,3.823137374877185,2,0.8479272327816016
11700,0.1124920209642144,0.04476533024607539,0.06772669071813901,0.05118355184181226,3.6121463921169554,0.05232854036161158,3.8281505052845937,2,0.8479272327816015
11730,0.11329684175263183,0.0451597267547433,0.06813711499788852,0.051039847703132676,3.6168075641118422,0.052288865523978156,3.833433119091585,2,0.8479272327816014
11760,0.1140191169497369,0.04545141377682596,0.06856770317291094,0.05075878655726847,3.6213917411596532,0.05233700760134255,3.838506652268001,2,0.8479272327816015
11790,0.11483705150587169,0.045845456289730746,0.06899159521614094,0.05062840448955859,3.625966146560318,0.05232869291515631,3.8437602954709047,2,0.8479272327816019
11820,0.11586015087204257,0.046329033976418535,0.06953111689562404,0.05036573320921674,3.630612089067808,0.05243855306393627,3.8492765262130035,2,0.8479272327816022
11850,0.11675477115449731,0.046684461411148515,0.0700703097433488,0.050166817250016246,3.635290274838666,0.052261124774911266,3.854472988018091,2,0.8479272327816019
11880,0.11758399706782402,0.04704882711191174,0.07053516995591227,0.05004114444974447,3.639924176805559,0.052011470050298464,3.8595607883734258,2,0.8479272327816012
11910,0.11842850089751156,0.047417225055301326,0.07101127584221023,0.050001859699067515,3.644453678114157,0.0517994323168352,3.8646834710275715,2,0.8479272327816012
11940,0.11919289134491662,0.047741031169930045,0.07145186017498657,0.04996474020683918,3.648875906012261,0.05168633205795348,3.8697198696219703,2,0.847927232781602
11970,0.11995616623438626,0.048077184538474725,0.07187898169591153,0.05001971889069913,3.65320611438328,0.05163212840674786,3.8748141279151134,2,0.8479272327816019
12000,0.12067910279321531,0.048389162077237216,0.0722899407159781,0.05001567513624683,3.657641770680005,0.051610070580904555,3.8799466191903718,2,0.8479272327816018
12030,0.12144914087162273,0.04874370090098041,0.07270543997064233,0.05004855664535152,3.6622418341596923,0.05163229626150895,3.8853718279381755,2,0.8479272327816015
12060,0.1222122361740278,0.04907745279639586,0.07313478337763193,0.0503726624277637,3.666699291902604,0.05159620513317642,3.8908803956375717,2,0.8479272327816019
12090,0.12286408268070532,0.04934931035629191,0.07351477232441342,0.05037341950482818,3.671420242428638,0.051667984681295256,3.8963257292954667,2,0.8479272327816016
12120,0.12348214160055827,0.049621549065769266,0.07386059253478901,0.05064557267381514,3.6762278043175534,0.051623632765421076,3.901979151357348,2,0.8479272327816013
12150,0.12404923216977348,0.04986608558253225,0.07418314658724123,0.05067924009320252,3.6813144046567046,0.051712450984703395,3.907755327904384,2,0.8479272327816016
12180,0.12455040525032167,0.05008365060709875,0.07446675464322292,0.05088069723085067,3.686584201258127,0.0516971005237916,3.913712404263091,2,0.8479272327816019
12210,0.12499694584128296,0.05028036118881795,0.074716584652465,0.05102280082781642,3.692214714959184,0.05167156434549747,3.919906025973781,2,0.8479272327816015
12240,0.12540265254257377,0.05046428712573933,0.07493836541683443,0.05123746792239542,3.698158545384102,0.05161532153323317,3.9264139873823045,2,0.8479272327816019
12270,0.12586511787951113,0.0506935228912226,0.07517159498828853,0.051499895693759346,3.7043097771047226,0.051656232129296625,3.9333310228072897,2,0.847927232781602
12300,0.12629825541745898,0.050896350462014926,0.07540190495544405,0.0517070900480366,3.710852196028362,0.05165601644957002,3.9405135579434276,2,0.8479272327816014
12330,0.12667775685159008,0.051078234836517925,0.07559952201507215,0.0519948577893654,3.717683508470139,0.05161215856781634,3.947968281678911,2,0.8479272327816021
12360,0.12703664328615435,0.05125850980411532,0.07577813348203905,0.05219956631875848,3.7249301799025516,0.051566735940484415,3.955733125447949,2,0.847927232781601
12390,0.12736001295893176,0.0514216423625669,0.07593837059636487,0.052418580177962894,3.7323684659332224,0.05162687077904221,3.963773929849159,2,0.8479272327816012
12420,0.12763260594389408,0.051556869739742835,0.07607573620415126,0.05265280003011604,3.7400906566922725,0.05168958006129451,3.972065642727577,2,0.8479272327816014
12450,0.12785486676465826,0.051674572124013406,0.07618029464064485,0.05285468081612234,3.7481355428605854,0.05170336437937664,3.9805484548207426,2,0.8479272327816014
12480,0.12805786421684118,0.05178667030900956,0.07627119390783162,0.05319751301165651,3.756235374254145,0.05173437910993808,3.989225130592581,2,0.8479272327816013
12510,0.12825278026818582,0.05189745454790895,0.07635532572027687,0.053495591985249266,3.7645149732917766,0.05179561752116102,3.9980589630663728,2,0.8479272327816019
12540,0.12844829636788171,0.05201169089249126,0.07643660547539045,0.05377113920703078,3.772802476969386,0.05191230766509447,4.006934220209393,2,0.8479272327816016
12570,0.1286239016364058,0.05210874663173898,0.07651515500466682,0.05411433517949572,3.781084498447633,0.0519804609459108,4.015803196209445,2,0.8479272327816018
12600,0.12886191145077913,0.05224695934324038,0.07661495210753874,0.05445986715437907,3.7894384110308326,0.052010643315388405,4.024770832951379,2,0.8479272327816016
12630,0.12916239085373118,0.052411518183816216,0.07675087266991497,0.05468565421501355,3.7979019490127595,0.05209634597148918,4.033846340052993,2,0.847927232781602
12660,0.12954344112626878,0.05261402448480285,0.07692941664146594,0.05527424655000976,3.8059339857024224,0.052238400867025636,4.0429900742457265,2,0.8479272327816016
12690,0.13000039310219252,0.052852594620670885,0.07714779848152165,0.05578097584297702,3.8141703182068456,0.052321337314707284,4.052273024466722,2,0.8479272327816018
12720,0.13054079065074556,0.053123891724393295,0.07741689892635226,0.056365811584100006,3.822082580463032,0.05259143755253737,4.061580620250415,2,0.8479272327816018
12750,0.1310590266068959,0.05336451561398105,0.07769451099291484,0.05683846937438378,3.8300005403988395,0.05290841746617661,4.070806453846296,2,0.8479272327816021
12780,0.13155997039787382,0.05359392781357001,0.07796604258430381,0.05729100594249306,3.8378830258488215,0.05310697601370892,4.079840978202897,2,0.8479272327816018
12810,0.13201957664205996,0.053804617747407295,0.07821495889465266,0.057792997259024675,3.8456840781214376,0.053400543651244026,4.088897195673766,2,0.8479272327816018
12840,0.13243807968641697,0.05399253323904863,0.07844554644736834,0.05834315135580427,3.853497544660759,0.053629148160143636,4.097907923863124,2,0.8479272327816012
12870,0.13280860069375316,0.05416098825673575,0.07864761243701741,0.059012871334903017,3.861225014647948,0.0539284006820937,4.106974887358698,2,0.8479272327816019
12900,0.13312861244218277,0.054302717906103165,0.0788258945360796,0.05943145799435974,3.8688752765839824,0.05461017629050663,4.116045523311032,2,0.8479272327816018
12930,0.13335329991835598,0.054387096008525856,0.07896620390983013,0.05970286926571136,3.8768399996024097,0.0552265062112742,4.125122674997751,2,0.8479272327815915
12960,0.13344166448727343,0.054395751014316096,0.07904591347295734,0.05889902469081563,3.8848469111763517,0.05704384736681106,4.134231447721252,2,0.8479272327816014
12990,0.13338563892736144,0.05433330715133378,0.07905233177602766,0.05701379923639108,3.893561037526161,0.05935874642938996,4.143319222119303,2,0.8479272327816016
13020,0.1334685898758689,0.0543771509104112,0.0790914389654577,0.053853727956900944,3.9032565000933372,0.06180887449786712,4.152387692423974,2,0.8479272327816009
13050,0.1340529525969642,0.0546909982819316,0.0793619543150326,0.05105371681052211,3.914556563767943,0.061614962546623575,4.161278195722053,2,0.8479272327816019
13080,0.1351760334785296,0.05525903025089509,0.07991700322763451,0.0498258621158882,3.926771322688574,0.058299261499285354,4.170072479782277,2,0.8479272327816023
13110,0.1365602058244074,0.055903189592619786,0.08065701623178761,0.049743168812762126,3.9384665165856854,0.054107909093223355,4.178877800316078,2,0.8479272327816015
13140,0.13779318237160318,0.05643048920771256,0.08136269316389061,0.05003142824828003,3.9473417857311492,0.0523845432145732,4.187550939565606,2,0.847927232781601
13170,0.1389952341179822,0.056984080137010784,0.08201115398097142,0.05021940935682037,3.954860349597754,0.05230243218060068,4.196377425253157,2,0.8479272327816016
13182.061109372109,0.13949136106522983,0.05721525100191502,0.08227611006331481,0.050433383199424905,3.9578633071648617,0.052224729434822176,4.200012780864339,2,0.8479272327816015
13182.061109372113,0.1394912493021552,0.05721513921505312,0.08227611008710209,0.050433252216142935,3.9578633074131297,0.05222462703669603,4.200012435968124,2,0.8479255369265615
13184.08110937211,0.08119343253942082,0.0030139815149484456,0.07817945102447238,-0.006040168358027811,3.9579069313172868,2.3171113880904315E-4,4.033291906637489,2,-1.2880546781078583E-13
13184.081109372113,0.0811933157693767,0.003013867420314826,0.07817944834906188,-0.006040301434404478,3.9579069312671504,2.3160670739121036E-4,4.033291552309514,2,-1.6958550396401953E-6
13200,-0.03072157599840511,-0.04394090821420093,0.013219332215795819,-0.04860159541722271,3.95319473898515,-0.06836452312908138,3.8055070444404406,2,-0.8479272327816019
13230,-0.07888509007984004,-0.04122849159849984,-0.0376565984813402,-0.041252488516337685,3.9462411275460023,-0.08031062929553787,3.7457929196542867,2,-0.8479272327816021
13260,-0.0932680723834591,-0.03997853026881222,-0.053289542114646885,-0.03994961862233388,3.940091805258241,-0.08368088651884184,3.7231932277336064,2,-0.8479272327816015
13290,-0.09738903950052005,-0.039545949915959555,-0.0578430895845605,-0.04005259529342024,3.9341533076583595,-0.08522837171478784,3.7114833011496313,2,-0.8479272327816015
13320,-0.0983583713156495,-0.0393323853501716,-0.05902598596547791,-0.040431570618207714,3.9283079426888357,-0.08635382517374965,3.703164175581229,2,-0.847927232781601
13350,-0.09838335364046472,-0.03917778401159925,-0.059205569628865466,-0.04077363854477985,3.9224262185333285,-0.08737951750051157,3.6958897088475724,2,-0.8479272327816012
13380,-0.09810886541417899,-0.03904411997324264,-0.059064745440936345,-0.04114410484468705,3.9165264376189137,-0.08833438979959543,3.6889390775604523,2,-0.8479272327816016
13410,-0.09771958258898591,-0.03888747535976429,-0.05883210722922162,-0.04148362661477047,3.9104711450446565,-0.08924482171396952,3.6820231141269306,2,-0.8479272327816012
13440,-0.09731874978490865,-0.03875301351689281,-0.05856573626801584,-0.04182772951176521,3.904284103339295,-0.09007917701395732,3.675058447028664,2,-0.8479272327816011
13470,-0.09692573858229178,-0.03862079437373741,-0.05830494420855437,-0.04232961533602485,3.8978984834984653,-0.0907771313916125,3.667865998188536,2,-0.8479272327816015
13500,-0.09653843360751446,-0.03848745717326729,-0.05805097643424717,-0.04273658659639622,3.8912145099253665,-0.09133791427558335,3.6606015754458725,2,-0.8479272327816014
13530,-0.09614615049341432,-0.03834787989836581,-0.057798270595048516,-0.04317642722351049,3.88425388019753,-0.09180319513817245,3.653128107342433,2,-0.8479272327816018
13560,-0.09570625703427138,-0.03817315540086304,-0.05753310163340834,-0.04362788094369973,3.8769838305932245,-0.0921384457092631,3.6455112469059903,2,-0.8479272327816018
13590,-0.09526469609971647,-0.03800662478969855,-0.057258071310017915,-0.04407845294130521,3.869450520215089,-0.09236979029417053,3.6377375808798966,2,-0.8479272327816015
13620,-0.09505395687003523,-0.03798600304590067,-0.057067953824134564,-0.04437992650415408,3.861376543085171,-0.09239172260587877,3.629550937105103,2,-0.8479272327816006
13650,-0.09511359446206966,-0.03807489333492882,-0.05703870112714084,-0.04503556719045578,3.853053820820534,-0.09196969796519316,3.620934961202815,2,-0.8479272327816018
13680,-0.09545654733956316,-0.038272967224034296,-0.05718358011552886,-0.045464316528679355,3.8444215648072717,-0.09158132652538434,3.611919374413645,2,-0.8479272327816018
13710,-0.09632804606756068,-0.0387343636120121,-0.05759368245554858,-0.046315526248186946,3.835256872510645,-0.09053492644909347,3.6020783737458038,2,-0.8479272327816018
13740,-0.09812421121194323,-0.039619439046693766,-0.05850477216524946,-0.047132038298133457,3.825861730166559,-0.08963536183441986,3.5909701188220624,2,-0.8479272327816022
13770,-0.10093070452221792,-0.04089510203041535,-0.060035602491802564,-0.0482159077393331,3.816064416877891,-0.08839417168496966,3.5785236329313705,2,-0.8479272327816012
13800,-0.10447293469764338,-0.04233908837365911,-0.06213384632398427,-0.04955640940391389,3.8059672343616087,-0.08675804891238953,3.565179841347662,2,-0.8479272327816014
13830,-0.10750284445909178,-0.04329562476466387,-0.06420721969442791,-0.05032019051203188,3.796047343234032,-0.08533984614516726,3.552884462117741,2,-0.8479272327816019
13860,-0.10936308542187015,-0.043743055032676725,-0.06562003038919342,-0.05081162667741212,3.786492495953393,-0.08395537398237704,3.5423624098717337,2,-0.8479272327816016
13890,-0.11033378376935832,-0.043941023515541945,-0.06639276025381638,-0.0511976031887158,3.7771071887277747,-0.08261341496939245,3.532962386800308,2,-0.847927232781602
13920,-0.11096500871003256,-0.04409378692067748,-0.06687122178935509,-0.05157717047510724,3.768109976951112,-0.08147170226788703,3.524096095498085,2,-0.8479272327816012
13950,-0.11139332738125685,-0.044200787175601004,-0.06719254020565585,-0.05178921290050206,3.7593966523149684,-0.08058454010311325,3.5156295719300963,2,-0.8479272327816016
13980,-0.1117133711176575,-0.04427959029116621,-0.06743378082649129,-0.05205636399705361,3.750992855871062,-0.07983008077693704,3.507393039979414,2,-0.8479272327816021
14010,-0.11201891035240397,-0.044371430917383416,-0.06764747943502056,-0.05222460149005761,3.7428719596165942,-0.07912861241277022,3.4994998353613624,2,-0.8479272327816016
14040,-0.11219630957147067,-0.04440225217549002,-0.06779405739598066,-0.05248456143730202,3.735224565070517,-0.07871363868657225,3.491830055375172,2,-0.8479272327816022
14070,-0.11244640060863054,-0.04448351421375284,-0.0679628863948777,-0.052724937746678316,3.7278866381579663,-0.0781750775661243,3.484540222236533,2,-0.8479272327816014
14100,-0.1127220361267881,-0.044579394142195576,-0.06814264198459252,-0.05301743977532563,3.720854603519526,-0.07759507970532847,3.477520047912084,2,-0.8479272327816022
14130,-0.11304237660943883,-0.04470506905217009,-0.06833730755726874,-0.05321107299142611,3.714183489954565,-0.0772683482094523,3.470661692144248,2,-0.847927232781602
14160,-0.1134443433069901,-0.04486406940863407,-0.06858027389835603,-0.05349702043494473,3.7079452301545746,-0.07702546980425137,3.4639783966083884,2,-0.8479272327816018
14190,-0.11405229681384871,-0.045126750365518546,-0.06892554644833015,-0.053823090787860996,3.701960950902896,-0.07665794426558806,3.4574276190355984,2,-0.8479272327816012
14220,-0.11476673439318089,-0.04541427585939184,-0.06935245853378905,-0.054077766406384876,3.696256147000476,-0.07649746805749041,3.4509141781434196,2,-0.8479272327816015
14250,-0.11561361398258083,-0.045761467202813495,-0.06985214677976734,-0.05447258718142761,3.6908439080564572,-0.07627128669830494,3.444486420194144,2,-0.8479272327816014
