% Model,EMSI_model_V1_C_rate_1_T_ref_298_Permeability_3E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 11 2026, 05:23"
% Dimension,1
% Nodes,41
% Expressions,1
% Description,Global
% Cycle number,Value
1,2623.016626918117
2,2623.2380205771797
3,2623.2564579281243
4,2623.274035231825
5,2623.302234805771
6,2623.3407462298783
7,2623.3087839142827
8,2623.326989904017
9,2623.3673573320993
10,2623.261410911524
10.999999999999998,2623.3080357246436
11.999999999999998,2623.244931701469
12.999999999999998,2623.2844956298795
13.999999999999998,2623.2502343094384
14.999999999999998,2623.2586169164133
15.999999999999998,2623.229102395955
17,2623.226185875901
18,2623.2883518583985
19,2623.249388923199
20,2623.2176425094804
21,2623.2596925867983
21.999999999999996,2623.2297428005113
22.999999999999996,2623.2002929534356
23.999999999999996,2623.1794391270378
24.999999999999996,2623.1710075763694
25.999999999999996,2623.3098420739407
26.999999999999996,2623.263690740656
27.999999999999996,2623.1735294757236
28.999999999999996,2623.1581094654975
29.999999999999996,2623.1033486111846
30.999999999999996,2623.071928530262
31.999999999999996,2623.0619959748874
33,2623.057553471066
34,2622.9911869552743
35,2623.0177684122464
36,2622.9956901555415
37,2622.895927613863
38,2622.8854299933882
39,2622.873909363785
40,2622.8322516789776
41,2622.8282657964446
