% Model,EMSI_model_V1_C_rate_1_T_ref_298_Permeability_1.9E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 10 2026, 23:53"
% Dimension,1
% Nodes,42
% Expressions,1
% Description,Global
% Cycle number,Value
1,2622.856473818668
2,2622.885362151529
3,2622.6270679089575
4,2622.028476112482
5,2621.6279641225083
6,2620.9284257706895
6.999999999999999,2620.151157376189
7.999999999999999,2619.202673700369
9,2618.0937260859428
10,2617.0422419701717
11,2615.678710360102
12,2614.4029800954086
13,2612.707466445776
13.999999999999998,2611.0675073932653
14.999999999999998,2609.168451359248
15.999999999999998,2607.2596575329517
17,2605.1096938950504
17,2605.752527266959
18,2602.883671794465
19,2600.640880600724
20,2598.2531601430674
21,2595.755503618333
22,2593.145320394746
23,2590.519230888458
24,2587.6652872266422
25,2584.925791617541
26,2582.1806687517965
27,2579.195928689791
27.999999999999996,2576.2823592505592
28.999999999999993,2573.2895999180328
29.999999999999996,2570.18998624885
30.999999999999996,2567.1474871828977
31.999999999999996,2563.9399016643
33,2560.5288453784888
34,2557.2370708324015
35,2553.826539353351
36,2550.384304391395
37.00000000000001,2546.7428908099246
38.00000000000001,2543.194865466736
39.00000000000001,2539.55958680436
40.00000000000001,2535.903266661102
41.00000000000001,2532.0862060589716
