% Model,EMSI_model_V1_C_rate_1_T_ref_303_Permeability_1.9E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 11 2026, 05:47"
% Dimension,1
% Nodes,44
% Expressions,1
% Description,Global
% Cycle number,Value
1,2691.7861250625638
2,2691.7440995984134
3,2691.575936907444
4,2691.227034858406
5,2690.7354885737805
6,2690.257390913139
7,2689.8090422027235
8,2689.140944639148
9.000000000000002,2688.277498634212
10.000000000000002,2687.6474217355426
11.000000000000002,2686.6840844039107
12.000000000000002,2685.8017041961502
13.000000000000002,2684.8093507176527
14.000000000000002,2683.746543857589
15.000000000000002,2682.7075609305175
16,2681.4654769185
17,2680.16591527524
18.000000000000004,2678.7441887028544
19.000000000000004,2677.2538850164565
20.000000000000004,2675.776880491714
21.000000000000004,2674.070567649105
22.000000000000004,2672.3969591244677
22.000000000000004,2673.1631776654976
23.000000000000004,2670.6827578849625
24.000000000000004,2668.914813214549
24.000000000000004,2669.470202675351
25.000000000000004,2667.0566303911037
26.000000000000004,2665.51040285427
27.000000000000004,2663.5958607119974
28.000000000000004,2661.662044921861
29.000000000000004,2659.7211091947393
30.000000000000004,2657.6881857142143
31.000000000000004,2655.541241556173
32,2653.46614511605
33,2651.3562496818195
34,2649.1906363180606
35,2647.014299296221
35,2647.424368649983
36.00000000000001,2644.7432787709695
37.00000000000001,2642.5020450931625
38.00000000000001,2640.2849353035854
39.00000000000001,2638.116050979006
40.00000000000001,2635.8757232909848
41.00000000000001,2633.521088094916
