% Model,EMSI_model_V1_modval_dch_noflow_C_rate_0.5.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 13 2026, 07:59"
% Dimension,1
% Nodes,121
% Expressions,1
% Description,Global
% timeint(0;t;liion.cdc1.Icell; 'nointerp')*4 (Ah),Value
0,25.0000000373729
-0.014132685831181463,25.19663132153687
-0.04239692692390152,25.360409492773556
-0.07066116801662158,25.479836307740868
-0.09892540910934162,25.564743338232006
-0.12718965020206166,25.62062681461981
-0.15545389129478174,25.657929933581443
-0.18371813238750181,25.682103923551608
-0.21198237348022186,25.69668878275587
-0.2402466145729419,25.704464348904935
-0.26851085566566196,25.70830423799066
-0.296775096758382,25.710543247120484
-0.3250393378511021,25.71318279292774
-0.35330357894382214,25.717208828587616
-0.3815678200365421,25.722849506014768
-0.4098320611292622,25.729869447300757
-0.4380963022219823,25.73810452682943
-0.4663605433147023,25.74735888075253
-0.4946247844074223,25.75727993904661
-0.5228890255001424,25.767255590308196
-0.5511532665928625,25.776230071933753
-0.5794175076855824,25.78319456918382
-0.6076817487783026,25.78756517332556
-0.6359459898710227,25.789729570448742
-0.6642102309637427,25.790306909502192
-0.6924744720564628,25.790265830844987
-0.7207387131491829,25.789964309626384
-0.7490029542419029,25.78980270168728
-0.777267195334623,25.790105950050304
-0.8055314364273432,25.791476921040385
-0.8337956775200632,25.7947443874113
-0.8620599186127833,25.80029172486337
-0.8903241597055035,25.807928603991115
-0.9185884007982236,25.81697134252306
-0.9468526418909436,25.826701321265944
-0.9751168829836637,25.836684741303486
-1.0033811240763837,25.846874084712567
-1.031645365169104,25.85725064184851
-1.059909606261824,25.86782865704555
-1.0881738473545441,25.878516340495594
-1.1164380884472642,25.888976793371626
-1.1447023295399843,25.898973114404214
-1.1729665706327044,25.908294539989527
-1.2012308117254245,25.916569837765564
-1.2294950528181445,25.923803316955684
-1.2577592939108646,25.9295270332521
-1.2860235350035847,25.93323665813682
-1.314287776096305,25.93435915246772
-1.342552017189025,25.932290327265264
-1.3708162582817451,25.926299260634437
-1.3990804993744652,25.915978883008506
-1.4273447404671853,25.901279524555207
-1.4556089815599054,25.88198408201464
-1.4838732226526257,25.85698432948294
-1.5121374637453457,25.82507557182305
-1.5404017048380658,25.786936563461154
-1.568665945930786,25.746454251482817
-1.596930187023506,25.707014994347333
-1.625194428116226,25.671376688711405
-1.6534586692089464,25.641544617623367
-1.6817229103016664,25.617731446874018
-1.7099871513943865,25.59904149380526
-1.7382513924871066,25.5844178771805
-1.7665156335798267,25.573459798547958
-1.7947798746725467,25.5662588538612
-1.823044115765267,25.563188101939886
-1.8513083568579871,25.56524729089176
-1.8795725979507072,25.572552821055524
-1.9078368390434273,25.584597917739245
-1.9361010801361473,25.60067031460693
-1.9643653212288674,25.620127770720217
-1.9926295623215875,25.642114288615744
-2.0208938034143076,25.666011427514775
-2.0491580445070277,25.692018373098563
-2.0774222855997477,25.719876175953345
-2.1056865266924683,25.74918438761074
-2.1339507677851883,25.779800949854803
-2.1622150088779084,25.811843660749787
-2.1904792499706285,25.845440356263566
-2.2187434910633486,25.88166344596135
-2.2470077321560686,25.923227435856347
-2.2752719732487887,25.97028553613916
-2.303536214341509,26.02031734617367
-2.331800455434229,26.070094149413933
-2.360064696526949,26.114733891249216
-2.388328937619669,26.149322219550015
-2.416593178712389,26.175160216681434
-2.4448574198051096,26.19481974813891
-2.4731216608978297,26.210833800805574
-2.5013859019905498,26.22460975748959
-2.52965014308327,26.23524017811178
-2.55791438417599,26.24109174100755
-2.58617862526871,26.242888896267573
-2.61444286636143,26.24220599587943
-2.64270710745415,26.239861342994402
-2.6709713485468702,26.237256796635165
-2.6992355896395903,26.236702426789634
-2.7274998307323104,26.24015199197936
-2.7557640718250305,26.24788373710851
-2.7840283129177505,26.25921678781424
-2.812292554010471,26.273568924092388
-2.840556795103191,26.28937424122205
-2.8688210361959112,26.304185274147358
-2.8970852772886313,26.313935181550676
-2.9253495183813514,26.320563143147695
-2.9536137594740715,26.325986718916397
-2.9818780005667915,26.330549952768195
-3.0101422416595116,26.33464526000131
-3.0384064827522317,26.338515649641977
-3.0666707238449518,26.34234922887032
-3.094934964937672,26.346787573234337
-3.123199206030392,26.35361445155189
-3.1514634471231124,26.364453161673907
-3.1797276882158325,26.379527354794618
-3.2079919293085526,26.399344238999902
-3.2362561704012727,26.42390973619615
-3.2645204114939927,26.452447549544843
-3.292784652586713,26.487747580109385
-3.321048893679433,26.536731626472204
-3.348467821151108,26.61124761981796
-3.3484678211511087,26.61124765519213
