% Model,EMSI_model_V1_C_rate_1_T_ref_298_Permeability_3E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 11 2026, 05:23"
% Dimension,1
% Nodes,397
% Expressions,42
% Description,Line graph
% Arc length (µm),genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot,genproj1(cl)/w_tot
0,1000.0000000000016,999.9504495584896,1001.5882682786067,1003.1813951547373,1004.8019838389401,1006.4444313772456,1008.0983208626385,1009.6920423579594,1011.3579406738214,1012.8329188529634,1014.7298058480382,1016.4712157889865,1018.2355806970871,1019.8615567859559,1021.4760781054086,1023.0325380462752,1026.3899972348888,1027.676139630305,1028.8947797160254,1030.2438039202623,1031.6079258015284,1033.0450174568741,1034.4902656425606,1035.9241103199859,1037.3750409018332,1038.8199288424462,1040.219804519383,1041.6488612440774,1043.073489506655,1044.469183596486,1045.8840264693217,1047.2657331308474,1048.591199975624,1049.9111623168228,1050.9694519593681,1052.3385181280523,1053.569836518931,1054.8382000903118,1056.047782494557,1057.1284243351963,1058.2756715201451,1059.436199557652
78.44954990249195,1000.0000000000015,999.9482692944488,1001.5977445415119,1003.2040933107647,1004.8316488599415,1006.474613798288,1008.1291524314893,1009.7312861890496,1011.3974434580944,1012.891561592947,1014.7931555255082,1016.5215726949965,1018.265227801128,1019.8858935235494,1021.4992746874957,1023.0708254702639,1026.1564728087842,1027.5436266038666,1028.8239643080383,1030.1991782447292,1031.5860285657934,1033.032772372144,1034.4845585583782,1035.9307263069916,1037.3839261010041,1038.8285334354853,1040.2381219547267,1041.6704231717329,1043.0907610466315,1044.500293757361,1045.909964410538,1047.2882506621677,1048.6171663064993,1049.9372357099978,1051.0322979949897,1052.3882042573462,1053.612592560246,1054.859667846627,1056.0741853335724,1057.1531893184874,1058.3031365820336,1059.47002661794
156.8990998049839,1000.0000000000019,999.9458036140448,1001.604723539872,1003.2232306288154,1004.8578058555313,1006.5011231836983,1008.1563050156975,1009.7664149349936,1011.4326882883006,1012.9507611446613,1014.8516218382151,1016.5666306332647,1018.2898669856436,1019.9058133508754,1021.5180234292828,1023.1026696951973,1025.9319633898833,1027.4112512689524,1028.7501413479856,1030.1510138523354,1031.559881072806,1033.0159459289982,1034.4743970409677,1035.9325846636714,1037.3881091676494,1038.8328476709194,1040.2517349734767,1041.687140302211,1043.1041439165886,1044.5258853848052,1045.930696282517,1047.305595044662,1048.6378628037976,1049.9582712006893,1051.0879246170084,1052.4309635594032,1053.6473113145416,1054.87578105965,1056.0943326359356,1057.172404675041,1058.3254972205148,1059.498512411262
235.34864970747586,1000.0000000000015,999.9430198459696,1001.6091644487577,1003.2387618550002,1004.8804087164276,1006.5239138503662,1008.1797322817623,1009.797380988174,1011.4636275271635,1013.0104686584046,1014.9051456981286,1016.6063334845787,1018.3094461875774,1019.9212665156708,1021.5322765526932,1023.1280177116051,1025.7164817175856,1027.2789940814919,1028.6732801412988,1030.099274593385,1031.5294413204726,1032.9944942609188,1034.459737204616,1035.929638386291,1037.387543644279,1038.8328270785612,1040.260596425298,1041.6989669588577,1043.1135938570249,1044.5459096558359,1045.9461749080253,1047.3177216906572,1048.6532436607458,1049.9742237061023,1051.1362785309004,1052.4667450372006,1053.673942142074,1054.8864996041277,1056.108182599542,1057.1860306046829,1058.3427143370386,1059.5216174147517
313.7981996099678,1000.0000000000018,999.9398853189141,1001.6110264432402,1003.2506417354375,1004.8994113333533,1006.5429401151805,1008.1993878961854,1009.8241367409757,1011.4902135374047,1013.0706352844804,1014.9536680172181,1016.6406251297285,1018.3239133438725,1019.9322032656704,1021.5419862796546,1023.1468165100194,1025.5100405312946,1027.146835497414,1028.5933499934067,1030.043924318182,1031.4946673066984,1032.9683735013855,1034.4405351636108,1035.9218404711173,1037.3821830734003,1038.828427188224,1040.264659159861,1041.7058574650227,1043.1190666084478,1044.5603177474718,1045.9563531098274,1047.3245860124812,1048.6632630705774,1049.9850481434405,1051.1773064421413,1052.4954976937165,1053.692434403102,1054.8917833548087,1056.1156934222877,1057.19402730724,1058.3547488330566,1059.5393021055395
392.2477495124598,1000.0000000000015,999.9363673615694,1001.610268698391,1003.2588250162406,1004.9147675970295,1006.5581562950273,1008.2152255254671,1009.8466345857817,1011.5123986817467,1013.1312121731881,1014.9971297074542,1016.669449449502,1018.3332163914725,1019.9385738486104,1021.5471048320909,1023.1590130809739,1025.312652570412,1027.0147559726474,1028.5103202097412,1029.9849268770308,1031.4555170293902,1032.93753978388,1034.4167470322395,1035.909143914418,1037.3719809975232,1038.81960352972,1040.2638760268298,1041.7077661440542,1043.120517911359,1044.5690608367288,1045.96118371069,1047.32614342246,1048.6678752265198,1049.990699429907,1051.2109550562077,1052.517170531929,1053.7027374578845,1054.891592186439,1056.1168233020692,1057.1963549825439,1058.3615616100171,1059.551526960759
470.6972994149517,1000.0000000000018,999.9324333026246,1001.6068503892808,1003.263266443525,1004.9264313981774,1006.5695167067981,1008.2271988361061,1009.8648269149753,1011.5301353229129,1013.1921504748286,1015.0354716808081,1016.6927503246881,1018.3373032673202,1019.9403285122239,1021.5475844319285,1023.1645544149986,1025.1243305743378,1026.8827359631223,1028.424160095731,1029.922246120237,1031.4119484864545,1032.9019492418863,1034.38832892479,1035.8915017124584,1037.3568909591552,1038.806311632865,1040.2581998758735,1041.7046473192986,1043.11790350626,1044.572090100625,1045.960619533378,1047.32234933292,1048.6670343218025,1049.9911324827071,1051.2371710785742,1052.531712554813,1053.7048006666778,1054.885885973766,1056.111530436782,1057.1929738304193,1058.3631135693718,1059.5582524575423
549.1468493174436,1000.0000000000016,999.9285363620537,1001.6008793966745,1003.2640113054726,1004.9344941883387,1006.5770920782039,1008.2353752339919,1009.8787795420775,1011.543484673369,1013.2540387309364,1015.0688470446656,1016.7106073229138,1018.3361913672785,1019.9375121609064,1021.5434857906158,1023.1633387619644,1024.945435663238,1026.7507610526807,1028.334877314546,1029.8559326816312,1031.3640192411845,1032.8616076710923,1034.3553057009804,1035.8689476066263,1037.3369557434598,1038.7886045033295,1040.2476860870424,1041.6965651457672,1043.1113384821556,1044.569477506451,1045.9547500251576,1047.3132471856063,1048.6607924468587,1049.9864193344424,1051.255972543569,1052.539146980972,1053.6985290743185,1054.874696242745,1056.0997901358876,1057.183902999726,1058.3594614642514,1059.5595401518121
627.5963992199356,1000.0000000000016,999.9249765343355,1001.5922442668258,1003.2606733365031,1004.9386524473791,1006.5805466375139,1008.2393783246225,1009.88808978973,1011.5520002180754,1013.3175931249081,1015.096734116499,1016.7224177434564,1018.3292442656624,1019.9295991778755,1021.5343027787899,1023.1543886172454,1024.7780173514736,1026.6190408025882,1028.2423109501676,1029.7857802124581,1031.311414591587,1032.8160828332955,1034.3172867767896,1035.841012790019,1037.31172618251,1038.7661074711684,1040.2318417155618,1041.6831292202269,1043.1005878075173,1044.560706239022,1045.9431539563634,1047.2984059576918,1048.6487539180457,1049.9762171397008,1051.2666165333608,1052.5388386708291,1053.683062189291,1054.857661490829,1056.081106917201,1057.168801720103,1058.3503628522496,1059.5551460665706
706.0459491224277,1000.0000000000019,999.9244542331173,1001.5848483656154,1003.2570924053781,1004.9424229932563,1006.5835392515444,1008.2428537597148,1009.8963088041521,1011.5592537754951,1013.383701764978,1015.1211537744113,1016.7307936759969,1018.3197577973646,1019.9199857971315,1021.5235940342156,1023.1415324570605,1024.6292714383662,1026.4937417730087,1028.1514663455414,1029.71617304789,1031.2580026948863,1032.769393272983,1034.2782242328,1035.811392956218,1037.2848810689443,1038.7426626297324,1040.2143194855514,1041.6680611063211,1043.0893142864936,1044.5492478067638,1045.9293854343357,1047.281821476808,1048.6347953709342,1049.9644038552706,1051.2724445478011,1052.5343255209332,1053.6625738473397,1054.839290058033,1056.0601140789893,1057.1523237613997,1058.3403866903302,1059.5496066697983
