% Model,EMSI_model_V1_C_rate_1_T_ref_298_Permeability_4.5E-15_r_pos_7.mph
% Version,COMSOL 6.3.0.420
% Date,"Apr 11 2026, 05:53"
% Dimension,1
% Nodes,42
% Expressions,1
% Description,Global
% Cycle number,Value
1,2622.7431242672133
2,2622.692672804039
3,2622.3277299491765
4,2621.686524152934
5,2620.8887984822977
6,2620.0268245880834
7,2618.948662044444
8,2617.785212908806
9,2616.1945602815176
10,2614.681771757794
11,2612.879269033685
12,2611.0064841618077
13,2609.0450318686635
14,2606.777097196653
15,2604.4306106980803
16,2601.986491488613
17,2599.2406953195605
18,2596.386740155198
19,2593.2886914167902
20,2589.9678278062784
20,2590.2404839573574
21,2586.4869225904695
22,2582.7086891372455
23,2578.812476012041
24,2574.9343839910725
25,2570.671555284309
26,2566.2078188123705
27,2561.5391694116115
28,2556.7203388312773
29,2551.7617627827276
30,2546.7247084481933
31,2541.469790010713
32,2536.135581641429
33,2530.876745495334
34,2525.5515908521484
35.00000000000001,2520.161726863502
36.00000000000001,2514.6960958665586
37.00000000000001,2509.1844273235183
38.00000000000001,2503.628929101309
39.00000000000001,2498.0485614716017
40.00000000000001,2492.339739200921
41.00000000000001,2486.858112098591
